G12_GTBY_Vs
-75.11 19.93
18.5
1.35	0
1.35	-1
2.85	-1
2.85	-3.7
3.15	-3.7
3.15	-6.7
3.33	-6.7
3.33	-12.7
3.41	-12.7
3.41	-18.5
4.09	-18.5
4.09	-25.7
