station lon lat moho av_vp av_vs av_rho
nan -112.386 42.004 34.4 nan nan 2.853635200134897
nan -111.432 42.015 37.3 nan nan 2.8693628715947264
nan -105.789 41.292 52.6 nan nan 2.936073715739233
nan -110.873 42.099 41.7 nan nan 2.8929781382380013
nan -110.036 41.924 37.0 nan nan 2.8677229849265236
nan -109.357 42.101 33.4 nan nan 2.848200659250406
nan -105.826 41.36 46.5 nan nan 2.915767523821944
nan -108.34 42.007 27.2 nan nan 2.816431781142221
nan -105.843 41.379 45.8 nan nan 2.9127971442670866
nan -107.369 41.964 45.9 nan nan 2.9132286710911846
nan -105.859 41.404 48.9 nan nan 2.924825339002335
nan -106.434 42.031 53.3 nan nan 2.937601622052874
nan -105.879 41.42 49.8 nan nan 2.927837710533164
nan -105.701 42.114 50.5 nan nan 2.9300604746548164
nan -105.895 41.44 47.2 nan nan 2.9186118823985954
nan -104.933 42.043 52.1 nan nan 2.93478078903019
nan -105.894 41.485 45.7 nan nan 2.9123634722570997
nan -103.966 42.155 48.1 nan nan 2.9220067941738663
nan -103.079 42.037 44.5 nan nan 2.9069071272193696
nan -102.315 42.084 33.0 nan nan 2.8460071825835715
nan -106.223 46.688 47.4 nan nan 2.9193960664971024
nan -120.74 38.755 23.6 nan nan 2.7990131967209155
nan -119.066 34.108 25.9 nan nan 2.810116250252862
nan -104.546 39.355 45.1 nan nan 2.9097024612336133
nan -110.4 44.565 44.6 nan nan 2.9073790529677352
nan -103.622 39.416 44.4 nan nan 2.906434123673121
nan -117.682 35.479 29.8 nan nan 2.8291767722447068
nan -108.441 40.533 53.8 nan nan 2.938642443538341
nan -103.667 29.334 34.8 nan nan 2.8558063874990673
nan -124.122 41.847 25.0 nan nan 2.8057912563106306
nan -122.854 41.392 35.2 nan nan 2.8579738311598035
nan -122.122 41.274 36.0 nan nan 2.8622750241539325
nan -121.839 41.783 31.3 nan nan 2.8369558794712164
nan -121.146 41.359 33.8 nan nan 2.850380203135293
nan -120.477 41.205 31.4 nan nan 2.8374821963979517
nan -119.171 41.388 29.3 nan nan 2.8266941524184
nan -118.379 41.448 34.3 nan nan 2.853093335712073
nan -116.54 41.522 37.0 nan nan 2.8677229849265236
nan -115.791 41.431 41.9 nan nan 2.8940081751770177
nan -114.915 41.416 36.4 nan nan 2.864454698835285
nan -114.165 41.36 32.9 nan nan 2.8454607270117873
nan -113.347 41.503 22.4 nan nan 2.793151411353289
nan -112.448 41.463 25.2 nan nan 2.806752228900257
nan -111.63 41.315 33.0 nan nan 2.8460071825835715
nan -110.666 41.473 40.9 nan nan 2.8888024743612792
nan -110.067 41.427 48.1 nan nan 2.9220067941738663
nan -109.157 41.505 37.3 nan nan 2.8693628715947264
nan -108.187 41.491 41.5 nan nan 2.8919454116820575
nan -107.364 41.607 40.0 nan nan 2.8839788926801138
nan -105.722 41.468 47.6 nan nan 2.920162797423507
nan -104.825 41.468 46.0 nan nan 2.9136580542213864
nan -104.055 41.435 44.5 nan nan 2.9069071272193696
nan -103.143 41.466 43.8 nan nan 2.903566246142472
nan -102.387 41.528 41.9 nan nan 2.8940081751770177
nan -108.193 40.483 54.5 nan nan 2.940006280712427
nan -106.034 33.336 35.8 nan nan 2.8611924966840636
nan -106.942 34.071 36.1 nan nan 2.8628190986547346
nan -108.011 34.664 32.4 nan nan 2.8427664628546747
nan -122.88 38.145 22.3 nan nan 2.792663280363485
nan -108.78 40.26 53.1 nan nan 2.9371819387283282
nan -104.691 37.128 42.5 nan nan 2.897087700875279
nan -107.744 40.033 50.2 nan nan 2.9291284127523314
nan -118.836 37.63 32.6 nan nan 2.843838134658327
nan -118.834 37.631 31.3 nan nan 2.8369558794712164
nan -122.443 38.879 26.1 nan nan 2.811086976944517
nan -105.382 31.698 44.9 nan nan 2.9087831288204526
nan -118.153 38.433 30.9 nan nan 2.8348502017040267
nan -120.303 41.903 35.1 nan nan 2.8574340727415897
nan -107.997 38.531 48.4 nan nan 2.9230783435773358
nan -117.489 36.058 30.0 nan nan 2.830186431272044
nan -119.814 34.889 28.1 nan nan 2.8207752302997653
nan -113.941 46.829 35.8 nan nan 2.8611924966840636
nan -102.772 33.97 42.1 nan nan 2.89503819846319
nan -117.195 33.6 30.2 nan nan 2.8312091792682734
nan -108.499 37.21 45.4 nan nan 2.9110485481209407
nan -118.058 34.224 27.5 nan nan 2.817872138091292
nan -107.699 42.461 44.9 nan nan 2.9087831288204526
nan -109.411 46.281 45.3 nan nan 2.910604223599109
nan -123.306 40.822 29.8 nan nan 2.8291767722447068
nan -122.705 40.974 27.2 nan nan 2.816431781142221
nan -109.205 46.251 45.7 nan nan 2.9123634722570997
nan -108.54 46.205 46.8 nan nan 2.9170020389869764
nan -107.392 41.895 38.3 nan nan 2.8748011577678256
nan -108.3 46.25 43.9 nan nan 2.9040489410403407
nan -119.835 40.748 32.6 nan nan 2.843838134658327
nan -107.355 41.8 45.2 nan nan 2.9101556855118926
nan -109.519 46.416 44.4 nan nan 2.906434123673121
nan -118.971 40.78 25.4 nan nan 2.8077133829927248
nan -109.236 46.443 44.0 nan nan 2.904529362236984
nan -118.134 40.781 30.0 nan nan 2.830186431272044
nan -107.279 41.623 46.5 nan nan 2.915767523821944
nan -108.861 46.5 42.8 nan nan 2.8986099755055688
nan -117.524 40.852 30.7 nan nan 2.8338030840369046
nan -108.591 46.513 41.1 nan nan 2.8898580558967137
nan -116.508 40.719 27.0 nan nan 2.8154664656776225
nan -107.214 41.452 47.4 nan nan 2.9193960664971024
nan -109.193 46.609 36.1 nan nan 2.8628190986547346
nan -115.039 40.852 27.8 nan nan 2.819313878511964
nan -108.65 46.649 42.3 nan nan 2.896065458782297
nan -114.204 40.856 27.0 nan nan 2.8154664656776225
nan -113.187 40.851 28.1 nan nan 2.8207752302997653
nan -107.176 41.079 49.7 nan nan 2.9275065305775683
nan -112.52 40.89 26.0 nan nan 2.810600806887861
nan -107.03 40.998 50.7 nan nan 2.930672672435004
nan -111.437 40.887 32.9 nan nan 2.8454607270117873
nan -106.99 40.925 47.0 nan nan 2.9178127314533553
nan -110.834 40.943 36.0 nan nan 2.8622750241539325
nan -109.177 40.894 45.9 nan nan 2.9132286710911846
nan -106.879 40.566 48.6 nan nan 2.923783045696748
nan -106.916 40.453 49.5 nan nan 2.9268424679566696
nan -106.454 40.802 48.2 nan nan 2.922366133376671
nan -105.944 40.895 51.4 nan nan 2.932764118078445
nan -104.882 40.827 43.3 nan nan 2.9011149993474326
nan -106.777 40.21 50.4 nan nan 2.929752260488596
nan -104.087 40.813 43.9 nan nan 2.9040489410403407
nan -106.699 40.129 48.0 nan nan 2.92164483781356
nan -103.222 40.829 42.0 nan nan 2.8945233128066254
nan -106.657 40.05 50.3 nan nan 2.9294418114192653
nan -108.136 40.371 57.6 nan nan 2.945049876324168
nan -114.619 34.768 26.0 nan nan 2.810600806887861
nan -114.599 34.825 25.6 nan nan 2.808672650078604
nan -114.596 34.823 25.2 nan nan 2.806752228900257
nan -117.123 48.264 32.9 nan nan 2.8454607270117873
nan -123.869 47.392 24.9 nan nan 2.8053111330546674
nan -103.972 32.199 39.5 nan nan 2.8812928119268157
nan -104.118 32.326 40.9 nan nan 2.8888024743612792
nan -104.267 32.473 41.2 nan nan 2.890383118506796
nan -104.409 32.584 42.3 nan nan 2.896065458782297
nan -104.508 32.683 42.1 nan nan 2.89503819846319
nan -104.759 32.907 48.3 nan nan 2.9227232415937316
nan -104.909 33.014 54.9 nan nan 2.940786029471666
nan -105.127 33.174 46.0 nan nan 2.9136580542213864
nan -105.173 33.257 44.0 nan nan 2.904529362236984
nan -105.341 33.403 45.2 nan nan 2.9101556855118926
nan -105.455 33.491 40.6 nan nan 2.887208776876233
nan -105.593 33.605 40.9 nan nan 2.8888024743612792
nan -105.745 33.733 40.6 nan nan 2.887208776876233
nan -105.869 33.84 38.1 nan nan 2.8737148540005024
nan -106.012 33.95 38.3 nan nan 2.8748011577678256
nan -106.12 34.047 37.1 nan nan 2.8682700291298113
nan -106.26 34.167 35.9 nan nan 2.8617325936788394
nan -106.363 34.263 35.5 nan nan 2.859583316468733
nan -106.524 34.386 34.9 nan nan 2.856349677686928
nan -106.7 34.54 35.3 nan nan 2.8585115557093106
nan -107.098 34.849 38.3 nan nan 2.8748011577678256
nan -107.264 34.981 39.4 nan nan 2.8807545395773717
nan -107.423 35.111 41.8 nan nan 2.8934931869102303
nan -107.643 35.269 42.8 nan nan 2.8986099755055688
nan -107.707 35.345 43.2 nan nan 2.900617603661169
nan -107.823 35.445 42.6 nan nan 2.8975966510966784
nan -108.002 35.577 42.9 nan nan 2.8991143477412997
nan -108.163 35.702 42.8 nan nan 2.8986099755055688
nan -108.267 35.793 45.7 nan nan 2.9123634722570997
nan -108.429 35.945 45.1 nan nan 2.9097024612336133
nan -108.57 36.035 43.9 nan nan 2.9040489410403407
nan -108.717 36.148 44.7 nan nan 2.907849533953433
nan -108.887 36.25 46.0 nan nan 2.9136580542213864
nan -108.958 36.421 41.9 nan nan 2.8940081751770177
nan -123.82 40.14 26.9 nan nan 2.814982227257686
nan -122.788 40.177 27.4 nan nan 2.817392697375116
nan -122.788 40.177 28.1 nan nan 2.8207752302997653
nan -121.802 40.295 26.7 nan nan 2.8140119737742424
nan -121.086 40.32 38.2 nan nan 2.874258324616137
nan -120.918 39.962 35.6 nan nan 2.8601186948923867
nan -119.827 40.165 30.9 nan nan 2.8348502017040267
nan -118.877 40.161 30.9 nan nan 2.8348502017040267
nan -118.155 40.29 29.3 nan nan 2.8266941524184
nan -117.19 40.17 31.7 nan nan 2.8390563024048134
nan -116.5 40.292 28.4 nan nan 2.8222542549905696
nan -115.657 40.131 32.0 nan nan 2.840636965115628
nan -114.745 40.268 28.7 nan nan 2.823734621332754
nan -113.981 40.131 35.5 nan nan 2.859583316468733
nan -112.469 40.281 29.3 nan nan 2.8266941524184
nan -111.502 40.207 33.7 nan nan 2.849836783703524
nan -110.738 40.195 40.4 nan nan 2.886136505788249
nan -110.008 40.265 41.4 nan nan 2.891426658176848
nan -109.124 40.298 54.3 nan nan 2.9396214046751687
nan -108.242 40.135 49.7 nan nan 2.9275065305775683
nan -107.47 40.215 54.1 nan nan 2.9392372982843606
nan -106.547 40.162 50.2 nan nan 2.9291284127523314
nan -105.918 40.211 42.1 nan nan 2.89503819846319
nan -105.073 40.123 45.6 nan nan 2.911927590889673
nan -104.12 40.113 43.1 nan nan 2.9001182765602755
nan -124.178 47.749 27.5 nan nan 2.817872138091292
nan -103.707 38.531 43.3 nan nan 2.9011149993474326
nan -121.5 39.555 37.6 nan nan 2.87099650835127
nan -118.724 34.614 28.3 nan nan 2.821760221622996
nan -123.338 39.469 22.0 nan nan 2.7911952330529166
nan -120.608 39.303 39.8 nan nan 2.8829028471690417
nan -118.889 39.54 37.3 nan nan 2.8693628715947264
nan -117.14 39.552 28.3 nan nan 2.821760221622996
nan -116.464 39.62 27.3 nan nan 2.8169126741537966
nan -114.908 39.473 28.1 nan nan 2.8207752302997653
nan -114.016 39.455 25.3 nan nan 2.807232941565929
nan -113.069 39.591 28.5 nan nan 2.8227482126250707
nan -112.279 39.571 30.4 nan nan 2.832242444089643
nan -111.66 39.609 38.5 nan nan 2.8758852825886287
nan -110.74 39.473 45.9 nan nan 2.9132286710911846
nan -110.246 39.628 48.0 nan nan 2.92164483781356
nan -108.981 39.633 47.9 nan nan 2.9212798623041185
nan -108.391 39.5 40.5 nan nan 2.8866737610327036
nan -107.449 39.524 41.4 nan nan 2.891426658176848
nan -106.759 39.595 49.9 nan nan 2.9281662730093747
nan -105.839 39.374 39.0 nan nan 2.8785926368004775
nan -104.908 39.514 42.7 nan nan 2.8981040763563604
nan -104.168 39.513 44.4 nan nan 2.906434123673121
nan -103.346 39.56 44.1 nan nan 2.9050078050761137
nan -121.287 37.008 22.5 nan nan 2.7936380837154173
nan -108.983 38.35 42.7 nan nan 2.8981040763563604
nan -118.185 34.171 27.3 nan nan 2.8169126741537966
nan -118.171 34.148 25.2 nan nan 2.806752228900257
nan -118.171 34.148 25.8 nan nan 2.809633455483434
nan -109.558 42.767 36.0 nan nan 2.8622750241539325
nan -114.142 34.303 26.5 nan nan 2.813039286038856
nan -109.866 34.897 39.1 nan nan 2.8791340179436133
nan -116.455 33.609 28.5 nan nan 2.8227482126250707
nan -120.546 35.408 23.5 nan nan 2.7985254782901148
nan -105.458 41.302 46.5 nan nan 2.915767523821944
nan -120.542 35.945 27.3 nan nan 2.8169126741537966
nan -116.863 33.354 35.1 nan nan 2.8574340727415897
nan -108.821 41.084 52.7 nan nan 2.936307603326197
nan -108.421 40.935 54.8 nan nan 2.940592447160516
nan -117.932 38.861 35.9 nan nan 2.8617325936788394
nan -117.182 38.834 34.7 nan nan 2.8552630932089937
nan -116.4 38.825 36.9 nan nan 2.8671764178836168
nan -115.654 38.846 36.4 nan nan 2.864454698835285
nan -114.83 39.04 35.7 nan nan 2.8606547986058715
nan -114.02 38.955 34.5 nan nan 2.854177345876593
nan -113.277 38.988 30.9 nan nan 2.8348502017040267
nan -112.379 39.0 30.5 nan nan 2.832761548087343
nan -111.172 38.918 48.6 nan nan 2.923783045696748
nan -110.133 39.103 44.6 nan nan 2.9073790529677352
nan -109.263 38.955 44.2 nan nan 2.905484580234676
nan -108.296 38.954 44.6 nan nan 2.9073790529677352
nan -107.574 38.835 43.9 nan nan 2.9040489410403407
nan -106.91 38.863 44.0 nan nan 2.904529362236984
nan -105.834 38.904 43.1 nan nan 2.9001182765602755
nan -105.149 38.964 49.4 nan nan 2.926510877613698
nan -104.247 38.915 46.3 nan nan 2.914931653628283
nan -103.52 38.923 44.8 nan nan 2.9083178152220444
nan -120.936 38.257 29.6 nan nan 2.8281797857287505
nan -120.076 38.703 40.0 nan nan 2.8839788926801138
nan -119.451 38.523 42.1 nan nan 2.89503819846319
nan -119.047 38.089 37.2 nan nan 2.8688168240426877
nan -118.106 38.349 33.8 nan nan 2.850380203135293
nan -117.072 38.24 30.8 nan nan 2.834325866905127
nan -116.302 38.289 30.5 nan nan 2.832761548087343
nan -115.585 38.349 30.8 nan nan 2.834325866905127
nan -114.608 38.328 31.1 nan nan 2.8359022472442734
nan -113.969 38.18 36.4 nan nan 2.864454698835285
nan -113.021 38.299 30.0 nan nan 2.830186431272044
nan -112.277 38.211 35.3 nan nan 2.8585115557093106
nan -111.483 38.284 42.6 nan nan 2.8975966510966784
nan -110.711 38.419 48.6 nan nan 2.923783045696748
nan -109.894 38.386 42.0 nan nan 2.8945233128066254
nan -109.261 38.292 44.0 nan nan 2.904529362236984
nan -108.379 38.189 45.7 nan nan 2.9123634722570997
nan -107.55 38.368 44.7 nan nan 2.907849533953433
nan -106.756 38.229 42.8 nan nan 2.8986099755055688
nan -105.826 38.191 43.6 nan nan 2.902593443435158
nan -105.107 38.231 44.9 nan nan 2.9087831288204526
nan -104.283 38.147 44.9 nan nan 2.9087831288204526
nan -103.447 38.301 46.6 nan nan 2.9161815494240604
nan -122.885 46.04 44.2 nan nan 2.905484580234676
nan -119.244 36.305 28.8 nan nan 2.824227371908816
nan -109.429 33.621 35.6 nan nan 2.8601186948923867
nan -103.63 38.073 45.4 nan nan 2.9110485481209407
nan -109.267 45.122 50.7 nan nan 2.930672672435004
nan -118.404 33.743 26.8 nan nan 2.8144973222806353
nan -108.732 41.169 54.8 nan nan 2.940592447160516
nan -108.859 41.139 49.9 nan nan 2.9281662730093747
nan -116.997 34.875 28.9 nan nan 2.8247200614045727
nan -104.036 44.12 50.4 nan nan 2.929752260488596
nan -107.21 41.689 48.3 nan nan 2.9227232415937316
nan -105.463 37.245 45.0 nan nan 2.9092448155110264
nan -109.219 45.183 47.6 nan nan 2.920162797423507
nan -105.453 37.152 42.8 nan nan 2.8986099755055688
nan -108.769 45.268 53.1 nan nan 2.9371819387283282
nan -109.434 45.384 42.2 nan nan 2.8955523794503
nan -121.328 37.505 31.3 nan nan 2.8369558794712164
nan -109.182 45.384 46.1 nan nan 2.9140851332392246
nan -105.406 36.853 46.0 nan nan 2.9136580542213864
nan -120.33 37.346 33.7 nan nan 2.849836783703524
nan -105.4 36.878 43.7 nan nan 2.90308111302571
nan -108.94 45.414 45.7 nan nan 2.9123634722570997
nan -119.849 37.882 34.7 nan nan 2.8552630932089937
nan -105.303 36.805 43.8 nan nan 2.903566246142472
nan -108.608 45.577 42.6 nan nan 2.8975966510966784
nan -109.744 45.574 41.6 nan nan 2.89246241836167
nan -118.171 37.499 36.9 nan nan 2.8671764178836168
nan -105.322 36.614 43.4 nan nan 2.9016102558172867
nan -117.225 37.724 32.9 nan nan 2.8454607270117873
nan -105.301 36.512 43.2 nan nan 2.900617603661169
nan -109.201 45.557 49.7 nan nan 2.9275065305775683
nan -108.845 41.904 40.3 nan nan 2.8855976811175217
nan -108.918 41.727 39.0 nan nan 2.8785926368004775
nan -116.595 37.923 31.1 nan nan 2.8359022472442734
nan -105.293 36.439 37.1 nan nan 2.8682700291298113
nan -108.87 45.617 43.9 nan nan 2.9040489410403407
nan -108.849 41.539 38.1 nan nan 2.8737148540005024
nan -108.849 41.458 37.0 nan nan 2.8677229849265236
nan -108.862 41.368 40.8 nan nan 2.8882726946726316
nan -108.808 41.109 53.4 nan nan 2.937811244149266
nan -108.835 41.016 52.7 nan nan 2.936307603326197
nan -108.826 40.917 48.6 nan nan 2.923783045696748
nan -105.282 36.339 42.2 nan nan 2.8955523794503
nan -108.607 45.579 39.9 nan nan 2.88344029003584
nan -108.79 40.598 54.8 nan nan 2.940592447160516
nan -108.769 40.26 53.2 nan nan 2.9373920522494648
nan -108.731 40.189 50.2 nan nan 2.9291284127523314
nan -108.683 39.912 50.4 nan nan 2.929752260488596
nan -114.849 37.608 33.0 nan nan 2.8460071825835715
nan -108.774 39.839 52.7 nan nan 2.936307603326197
nan -108.77 39.748 52.0 nan nan 2.934501825171072
nan -108.774 39.49 45.3 nan nan 2.910604223599109
nan -108.816 39.403 41.8 nan nan 2.8934931869102303
nan -108.774 39.212 40.7 nan nan 2.887741607729027
nan -108.74 39.005 41.5 nan nan 2.8919454116820575
nan -113.86 37.581 34.3 nan nan 2.853093335712073
nan -105.26 36.151 42.9 nan nan 2.8991143477412997
nan -109.434 45.745 49.5 nan nan 2.9268424679566696
nan -108.738 38.947 46.7 nan nan 2.9165930345689217
nan -108.76 38.883 36.0 nan nan 2.8622750241539325
nan -108.73 38.686 45.3 nan nan 2.910604223599109
nan -108.685 38.604 45.1 nan nan 2.9097024612336133
nan -113.168 37.76 38.1 nan nan 2.8737148540005024
nan -105.231 36.068 42.7 nan nan 2.8981040763563604
nan -109.185 45.786 54.9 nan nan 2.940786029471666
nan -112.363 37.676 42.1 nan nan 2.89503819846319
nan -105.22 35.969 44.0 nan nan 2.904529362236984
nan -108.818 45.827 44.8 nan nan 2.9083178152220444
nan -111.596 37.722 49.1 nan nan 2.9255072621002047
nan -105.204 35.875 44.7 nan nan 2.907849533953433
nan -108.576 45.839 43.6 nan nan 2.902593443435158
nan -110.802 37.635 39.0 nan nan 2.8785926368004775
nan -105.187 35.786 46.4 nan nan 2.91535090650115
nan -108.25 45.8 41.3 nan nan 2.8909059538360964
nan -109.995 37.69 40.9 nan nan 2.8888024743612792
nan -105.171 35.699 46.6 nan nan 2.9161815494240604
nan -109.498 45.954 45.2 nan nan 2.9101556855118926
nan -109.137 37.746 40.5 nan nan 2.8866737610327036
nan -105.183 35.596 41.4 nan nan 2.891426658176848
nan -109.15 46.078 45.4 nan nan 2.9110485481209407
nan -108.36 37.83 44.5 nan nan 2.9069071272193696
nan -105.217 35.51 45.3 nan nan 2.910604223599109
nan -108.94 46.062 46.7 nan nan 2.9165930345689217
nan -107.792 37.662 43.3 nan nan 2.9011149993474326
nan -105.199 35.423 41.8 nan nan 2.8934931869102303
nan -108.6 45.95 42.8 nan nan 2.8986099755055688
nan -106.829 37.746 46.7 nan nan 2.9165930345689217
nan -105.154 35.318 41.6 nan nan 2.89246241836167
nan -108.29 46.001 35.2 nan nan 2.8579738311598035
nan -108.152 39.36 48.3 nan nan 2.9227232415937316
nan -106.002 37.706 44.6 nan nan 2.9073790529677352
nan -105.117 35.246 42.2 nan nan 2.8955523794503
nan -107.541 38.843 45.7 nan nan 2.9123634722570997
nan -105.213 37.641 43.2 nan nan 2.900617603661169
nan -105.057 35.151 41.2 nan nan 2.890383118506796
nan -104.435 37.661 49.6 nan nan 2.927174307552497
nan -103.471 37.622 39.9 nan nan 2.88344029003584
nan -102.898 37.684 41.8 nan nan 2.8934931869102303
nan -121.447 36.764 23.9 nan nan 2.8004728828375542
nan -119.715 34.441 29.2 nan nan 2.826199831322163
nan -119.713 34.442 30.2 nan nan 2.8312091792682734
nan -102.548 32.289 43.9 nan nan 2.9040489410403407
nan -119.635 33.995 32.3 nan nan 2.8422322050707787
nan -121.403 36.598 22.2 nan nan 2.7921741808883604
nan -105.501 37.746 43.8 nan nan 2.903566246142472
nan -117.662 33.553 25.3 nan nan 2.807232941565929
nan -120.501 34.565 25.2 nan nan 2.806752228900257
nan -109.992 45.007 41.2 nan nan 2.890383118506796
nan -116.275 35.9 28.0 nan nan 2.8202856815586017
nan -117.283 35.891 28.0 nan nan 2.8202856815586017
nan -106.974 39.178 43.7 nan nan 2.90308111302571
nan -119.996 35.314 26.4 nan nan 2.8125514914630423
nan -119.524 33.248 27.1 nan nan 2.81594973851431
nan -119.524 33.248 26.2 nan nan 2.811574566741968
nan -109.604 44.153 39.0 nan nan 2.8785926368004775
nan -119.312 36.699 34.2 nan nan 2.8525514160909258
nan -118.774 37.14 49.0 nan nan 2.925167675250872
nan -119.36 37.011 52.5 nan nan 2.9358312635063366
nan -119.214 37.123 52.1 nan nan 2.93478078903019
nan -118.973 37.28 37.3 nan nan 2.8693628715947264
nan -118.704 37.359 39.8 nan nan 2.8829028471690417
nan -119.063 37.391 38.3 nan nan 2.8748011577678256
nan -119.578 37.246 51.3 nan nan 2.932468044643444
nan -119.484 37.413 42.5 nan nan 2.897087700875279
nan -120.058 37.253 45.1 nan nan 2.9097024612336133
nan -102.64 37.459 43.1 nan nan 2.9001182765602755
nan -109.891 32.702 28.4 nan nan 2.8222542549905696
nan -121.786 39.229 39.5 nan nan 2.8812928119268157
nan -117.098 34.106 31.3 nan nan 2.8369558794712164
nan -117.097 34.104 31.5 nan nan 2.838007597719321
nan -115.8 32.945 25.4 nan nan 2.8077133829927248
nan -119.709 37.007 43.5 nan nan 2.902103143303494
nan -115.22 37.241 31.4 nan nan 2.8374821963979517
nan -114.715 36.726 31.7 nan nan 2.8390563024048134
nan -113.907 37.02 36.5 nan nan 2.8649993944996166
nan -113.084 37.062 45.5 nan nan 2.9114894210972415
nan -112.382 37.018 51.4 nan nan 2.932764118078445
nan -111.506 36.984 42.7 nan nan 2.8981040763563604
nan -110.804 36.997 43.8 nan nan 2.903566246142472
nan -109.874 37.136 41.2 nan nan 2.890383118506796
nan -109.025 36.83 42.2 nan nan 2.8955523794503
nan -107.534 36.991 44.2 nan nan 2.905484580234676
nan -106.903 37.014 50.3 nan nan 2.9294418114192653
nan -106.037 37.036 43.1 nan nan 2.9001182765602755
nan -105.052 37.074 45.1 nan nan 2.9097024612336133
nan -105.382 37.062 41.9 nan nan 2.8940081751770177
nan -104.411 37.139 40.5 nan nan 2.8866737610327036
nan -103.593 37.175 37.9 nan nan 2.8726270154106173
nan -102.721 37.061 42.1 nan nan 2.89503819846319
nan -102.114 37.12 41.9 nan nan 2.8940081751770177
nan -106.456 34.945 39.4 nan nan 2.8807545395773717
nan -106.46 34.945 39.8 nan nan 2.8829028471690417
nan -118.82 34.156 26.9 nan nan 2.814982227257686
nan -116.454 33.606 28.7 nan nan 2.823734621332754
nan -116.249 36.949 42.8 nan nan 2.8986099755055688
nan -110.785 32.31 30.3 nan nan 2.8317247805276193
nan -110.784 32.31 30.1 nan nan 2.8306962572723986
nan -115.924 35.436 28.1 nan nan 2.8207752302997653
nan -103.105 31.423 41.0 nan nan 2.8893310460119874
nan -103.204 31.513 41.0 nan nan 2.8893310460119874
nan -103.324 31.623 41.5 nan nan 2.8919454116820575
nan -120.12 36.336 24.9 nan nan 2.8053111330546674
nan -116.33 36.419 28.7 nan nan 2.823734621332754
nan -115.383 36.423 36.8 nan nan 2.8666310371748316
nan -114.539 36.432 33.5 nan nan 2.848747426079461
nan -113.965 36.415 34.7 nan nan 2.8552630932089937
nan -113.18 36.418 40.0 nan nan 2.8839788926801138
nan -112.291 36.428 46.2 nan nan 2.9145097219326246
nan -111.13 36.143 48.2 nan nan 2.922366133376671
nan -110.662 36.6 49.2 nan nan 2.9258441571306717
nan -109.87 36.42 47.3 nan nan 2.9190060234586563
nan -109.208 36.292 38.5 nan nan 2.8758852825886287
nan -108.52 36.376 39.7 nan nan 2.8823663114803617
nan -107.658 36.428 42.9 nan nan 2.8991143477412997
nan -106.855 36.377 43.4 nan nan 2.9016102558172867
nan -106.192 36.329 41.8 nan nan 2.8934931869102303
nan -105.278 36.409 43.2 nan nan 2.900617603661169
nan -104.408 36.4 42.3 nan nan 2.896065458782297
nan -103.744 36.395 41.6 nan nan 2.89246241836167
nan -102.825 36.421 44.1 nan nan 2.9050078050761137
nan -102.224 36.379 46.6 nan nan 2.9161815494240604
nan -118.286 34.019 35.5 nan nan 2.859583316468733
nan -118.287 34.021 34.7 nan nan 2.8552630932089937
nan -121.236 36.021 25.2 nan nan 2.806752228900257
nan -120.87 35.636 25.0 nan nan 2.8057912563106306
nan -115.43 35.838 30.0 nan nan 2.830186431272044
nan -114.851 35.727 29.9 nan nan 2.829679880973785
nan -113.984 35.852 31.6 nan nan 2.8385320183469887
nan -113.105 35.634 33.8 nan nan 2.850380203135293
nan -112.173 35.819 40.1 nan nan 2.8845182790371315
nan -110.794 35.622 49.9 nan nan 2.9281662730093747
nan -109.933 35.711 43.1 nan nan 2.9001182765602755
nan -109.046 35.715 38.7 nan nan 2.87696821001927
nan -108.466 35.799 46.4 nan nan 2.91535090650115
nan -107.638 35.805 43.0 nan nan 2.8996171518434943
nan -106.909 35.914 38.4 nan nan 2.8753434353095297
nan -106.183 35.745 45.4 nan nan 2.9110485481209407
nan -105.272 35.726 43.9 nan nan 2.9040489410403407
nan -104.616 35.838 43.1 nan nan 2.9001182765602755
nan -103.786 35.796 41.2 nan nan 2.890383118506796
nan -102.836 35.757 41.7 nan nan 2.8929781382380013
nan -102.224 35.75 50.0 nan nan 2.928490911403674
nan -118.118 34.484 30.6 nan nan 2.8332817140863664
nan -119.085 35.841 35.9 nan nan 2.8617325936788394
nan -108.71 41.079 50.2 nan nan 2.9291284127523314
nan -108.648 40.928 53.8 nan nan 2.938642443538341
nan -117.33 34.561 29.3 nan nan 2.8266941524184
nan -117.333 34.567 29.6 nan nan 2.8281797857287505
nan -114.87 35.301 27.8 nan nan 2.819313878511964
nan -113.885 35.099 27.6 nan nan 2.81835153760459
nan -113.083 35.213 31.4 nan nan 2.8374821963979517
nan -112.267 35.179 35.3 nan nan 2.8585115557093106
nan -111.532 35.095 39.0 nan nan 2.8785926368004775
nan -110.713 35.079 45.5 nan nan 2.9114894210972415
nan -109.736 35.118 38.6 nan nan 2.876426827040769
nan -109.388 35.112 40.0 nan nan 2.8839788926801138
nan -108.5 35.126 37.4 nan nan 2.8699081428458832
nan -107.648 35.117 36.5 nan nan 2.8649993944996166
nan -106.867 35.072 29.8 nan nan 2.8291767722447068
nan -106.15 35.16 40.9 nan nan 2.8888024743612792
nan -105.408 35.211 41.8 nan nan 2.8934931869102303
nan -104.461 35.218 38.6 nan nan 2.876426827040769
nan -103.766 35.089 36.4 nan nan 2.864454698835285
nan -103.063 35.064 41.5 nan nan 2.8919454116820575
nan -102.206 35.257 45.7 nan nan 2.9123634722570997
