SABR
-36.55 -8.35112
37.5
3.433	0.000
3.433	-2.281
3.623	-2.281
3.623	-7.555
3.654	-7.555
3.654	-9.865
3.702	-9.865
3.702	-12.507
3.797	-12.507
3.797	-14.814
3.828	-14.814
3.828	-17.456
3.939	-17.456
3.939	-22.405
3.859	-22.405
3.859	-24.724
3.843	-24.724
3.843	-27.371
3.891	-27.371
3.891	-30.012
3.954	-30.012
3.954	-32.321
4.081	-32.321
4.081	-34.955
4.239	-34.955
4.239	-37.586
4.446	-37.586
4.446	-42.198
4.477	-42.198
4.477	-44.841
4.524	-44.841
4.524	-47.150
4.572	-47.150
4.572	-50.121
4.524	-50.121
4.524	-52.439
4.555	-52.439
4.555	-54.752
4.539	-54.752
4.539	-57.068
4.507	-57.068
4.507	-64.998
4.554	-64.998
4.554	-69.631
4.522	-69.631
4.522	-74.913
4.585	-74.913
4.585	-79.876
4.553	-79.876
4.553	-85.157
4.616	-85.157
4.616	-94.747
4.552	-94.747
4.552	-100.039
4.520	-100.039
4.520	-104.671
4.456	-104.671
4.456	-109.967
4.392	-109.967
4.392	-114.929
4.360	-114.929
4.360	-120.219
4.328	-120.219
4.328	-125.181
4.327	-125.181
4.327	-135.096
4.342	-135.096
4.342	-140.381
4.405	-140.381
4.405	-145.335
4.468	-145.335
4.468	-150.291
4.499	-150.291
4.499	-160.204
4.546	-160.204
4.546	-170.448
4.592	-170.448
4.592	-189.950
4.639	-189.950
4.639	-200.523
4.718	-200.523
4.718	-210.437
4.747	-210.437
4.747	-234.565
4.778	-234.565
4.778	-244.807
4.857	-244.807
