MURT
-57.6099 -21.6592
41.8
3.0720096872  1.6348265302
3.08245231386  0.0826522790477
3.24741619051  -0.0968720259807
3.23729943306  -2.33781526919
3.46410439664  -2.34759134521
3.45401726366  -4.93336345155
3.53649179587  -4.93691838828
3.52640466289  -7.52269049462
3.50599340115  -9.9356038023
3.54723066725  -9.93738127067
3.55774735509  -12.3516276796
3.76394849785  -12.532929453
3.7641706814  -15.1191459264
3.73322791958  -14.9453983936
3.72312597437  -17.3587560684
3.69221283702  -17.5298373987
3.69242020833  -19.9436394405
3.78520405707  -19.9476387444
3.77511692409  -22.5334108507
3.72357034146  -22.5311890152
3.72377771277  -24.9449910571
3.86810814414  -24.9512121964
3.85802101116  -27.5369843027
3.85821357023  -29.778371913
3.99224949731  -29.9565631168
4.00278099738  -32.5432239573
4.10587416265  -32.5476676282
4.10608153396  -34.9614696701
4.13700948353  -34.9628027714
4.14754098361  -37.5494636119
4.15785030013  -37.549907979
4.15805767144  -39.9637100208
4.11682040534  -39.9619325525
4.14800016293  -42.8943109903
4.19951712109  -42.5517039626
4.19970968017  -44.7930915729
4.29252315338  -45.1419197399
4.29273052469  -47.5557217818
4.39582368995  -47.5601654527
4.39603106126  -49.9739674945
4.60223220402  -50.1552692679
4.59213025881  -52.5686269427
4.61274889186  -52.5695156769
4.61295626317  -54.9833177188
4.65420834151  -55.1575096187
