PCCG
-35.722 -7.305
32.5
3.429	0.000
3.429	-1.316
3.556	-1.316
3.556	-2.961
3.651	-2.961
3.651	-5.592
3.635	-5.592
3.635	-7.566
3.667	-7.566
3.667	-10.526
3.810	-10.526
3.810	-12.829
3.841	-12.829
3.841	-15.461
3.873	-15.461
3.873	-17.763
3.984	-17.763
3.984	-20.395
3.873	-20.395
3.873	-22.697
3.794	-22.697
3.794	-25.658
3.889	-25.658
3.889	-27.632
3.778	-27.632
3.778	-30.263
3.873	-30.263
3.873	-32.566
4.476	-32.566
4.476	-35.526
4.698	-35.526
4.698	-37.829
4.587	-37.829
4.587	-40.461
4.460	-40.461
4.460	-45.066
4.444	-45.066
4.444	-47.697
4.381	-47.697
4.381	-50.329
4.508	-50.329
4.508	-55.592
4.603	-55.592
4.603	-57.895
4.540	-57.895
4.540	-60.526
4.492	-60.526
4.492	-65.461
4.381	-65.461
4.381	-70.724
4.444	-70.724
4.444	-75.000
4.413	-75.000
4.413	-80.263
4.508	-80.263
4.508	-85.526
4.492	-85.526
4.492	-90.461
4.397	-90.461
4.397	-95.066
4.349	-95.066
4.349	-100.329
4.397	-100.329
4.397	-105.263
4.238	-105.263
4.238	-109.868
4.190	-109.868
4.190	-115.132
4.159	-115.132
4.159	-120.066
4.206	-120.066
4.206	-124.671
4.238	-124.671
4.238	-130.263
4.381	-130.263
4.381	-135.197
4.492	-135.197
4.492	-140.132
4.556	-140.132
4.556	-145.066
4.587	-145.066
4.587	-160.197
4.667	-160.197
4.667	-170.066
4.619	-170.066
4.619	-190.132
4.667	-190.132
4.667	-200.000
4.698	-200.000
4.698	-210.526
4.762	-210.526
4.762	-223.684
4.857	-223.684
4.857	-233.882
4.905	-233.882
4.905	-249.671
