PCTU
-37.341 -8.785
40
3.147	0.000
3.147	-0.949
3.496	-0.949
3.496	-3.240
3.686	-3.240
3.686	-5.557
3.606	-5.557
3.606	-13.123
3.717	-13.123
3.717	-15.438
3.638	-15.438
3.638	-18.382
3.875	-18.382
3.875	-20.343
4.066	-20.343
4.066	-22.986
3.970	-22.986
3.970	-25.641
3.732	-25.641
3.732	-27.951
3.716	-27.951
3.716	-30.581
3.779	-30.581
3.779	-32.869
3.954	-32.869
3.954	-35.497
4.064	-35.497
4.064	-38.139
4.032	-38.139
4.032	-40.072
4.524	-40.072
4.524	-43.033
4.604	-43.033
4.604	-45.347
4.508	-45.347
4.508	-47.974
4.603	-47.974
4.603	-52.592
4.539	-52.592
4.539	-55.562
4.507	-55.562
4.507	-57.858
4.650	-57.858
4.650	-60.488
4.697	-60.488
4.697	-65.766
4.617	-65.766
4.617	-70.387
4.538	-70.387
4.538	-75.340
4.410	-75.340
4.410	-80.587
4.696	-80.587
4.696	-85.534
4.616	-85.534
4.616	-90.468
4.742	-90.468
4.742	-95.402
4.853	-95.402
4.853	-100.666
4.948	-100.666
4.948	-105.284
4.868	-105.284
4.868	-110.244
4.661	-110.244
4.661	-115.191
4.582	-115.191
4.582	-120.475
4.438	-120.475
4.438	-125.430
4.311	-125.430
4.311	-130.713
4.136	-130.713
4.136	-140.593
4.231	-140.593
4.231	-145.524
4.373	-145.524
4.373	-150.459
4.436	-150.459
4.436	-160.339
4.498	-160.339
4.498	-170.541
4.672	-170.541
4.672	-180.408
4.894	-180.408
4.894	-190.611
5.051	-190.611
5.051	-210.387
4.923	-210.387
4.923	-224.235
4.827	-224.235
4.827	-234.438
4.921	-234.438
4.921	-243.987
5.016	-243.987
