NBMA
-38.764 -7.365
37.5
3.307	0.000
3.307	-0.949
3.510	-0.949
3.510	-2.559
3.556	-2.559
3.556	-4.831
3.447	-4.831
3.447	-6.794
3.588	-6.794
3.588	-10.033
3.650	-10.033
3.650	-17.183
3.774	-17.183
3.774	-19.774
3.759	-19.774
3.759	-22.377
3.696	-22.377
3.696	-24.659
3.665	-24.659
3.665	-27.261
3.728	-27.261
3.728	-29.535
3.868	-29.535
3.868	-32.126
3.930	-32.126
3.930	-34.722
4.008	-34.722
4.008	-36.666
4.272	-36.666
4.272	-39.896
4.428	-39.896
4.428	-42.160
4.568	-42.160
4.568	-44.752
4.630	-44.752
4.630	-47.023
4.537	-47.023
4.537	-49.955
4.568	-49.955
4.568	-52.230
4.553	-52.230
4.553	-54.829
4.584	-54.829
4.584	-57.105
4.599	-57.105
4.599	-59.387
4.537	-59.387
4.537	-69.800
4.475	-69.800
4.475	-79.877
4.521	-79.877
4.521	-89.953
4.553	-89.953
4.553	-100.041
4.459	-100.041
4.459	-110.125
4.444	-110.125
4.444	-120.209
4.475	-120.209
4.475	-130.288
4.506	-130.288
4.506	-140.040
4.459	-140.040
4.459	-145.247
4.366	-145.247
4.366	-149.807
4.288	-149.807
4.288	-159.895
4.335	-159.895
4.335	-170.299
4.444	-170.299
4.444	-180.045
4.584	-180.045
4.584	-190.119
4.599	-190.119
4.599	-200.195
4.553	-200.195
4.553	-209.953
4.599	-209.953
4.599	-223.937
4.739	-223.937
4.739	-234.005
4.817	-234.005
4.817	-244.081
4.770	-244.081
