AGBR
-35.9361 -8.429547
35
3.126	0.000
3.126	-0.362
3.395	-0.362
3.395	-2.360
3.648	-2.360
3.648	-4.649
3.458	-4.649
3.458	-7.288
3.505	-7.288
3.505	-12.233
3.647	-12.233
3.647	-14.548
3.710	-14.548
3.710	-17.191
3.805	-17.191
3.805	-21.813
3.884	-21.813
3.884	-26.761
3.867	-26.761
3.867	-29.725
3.978	-29.725
3.978	-31.710
4.136	-31.710
4.136	-35.019
4.436	-35.019
4.436	-37.349
4.578	-37.349
4.578	-39.339
4.657	-39.339
4.657	-41.980
4.704	-41.980
4.704	-49.887
4.640	-49.887
4.640	-52.181
4.513	-52.181
4.513	-54.804
4.371	-54.804
4.371	-60.084
4.465	-60.084
4.465	-64.695
4.417	-64.695
4.417	-69.635
4.385	-69.635
4.385	-74.580
4.401	-74.580
4.401	-79.525
4.464	-79.525
4.464	-84.479
4.574	-84.479
4.574	-89.752
4.605	-89.752
4.605	-95.032
4.700	-95.032
4.700	-99.634
4.573	-99.634
4.573	-104.899
4.493	-104.899
4.493	-109.836
4.430	-109.836
4.430	-114.775
4.382	-114.775
4.382	-119.722
4.429	-119.722
4.429	-124.666
4.444	-124.666
4.444	-134.548
4.395	-134.548
4.395	-150.039
4.489	-150.039
4.489	-159.929
4.520	-159.929
4.520	-170.147
4.583	-170.147
4.583	-179.706
4.628	-179.706
4.628	-199.476
4.675	-199.476
4.675	-210.027
4.737	-210.027
4.737	-223.541
4.800	-223.541
4.800	-233.759
4.831	-233.759
4.831	-243.646
4.862	-243.646
