PCVS
-37.546 -6.679
32.5
3.310	0.000
3.310	-0.612
3.643	-0.612
3.643	-2.583
3.737	-2.583
3.737	-5.220
3.769	-5.220
3.769	-7.878
3.562	-7.878
3.562	-9.853
3.609	-9.853
3.609	-12.489
3.704	-12.489
3.704	-15.114
3.846	-15.114
3.846	-17.753
3.878	-17.753
3.878	-20.056
3.957	-20.056
3.957	-22.707
3.814	-22.707
3.814	-25.342
3.877	-25.342
3.877	-27.328
3.797	-27.328
3.797	-30.298
3.844	-30.298
3.844	-32.890
4.415	-32.890
4.415	-34.860
4.558	-34.860
4.558	-37.835
4.494	-37.835
4.494	-40.153
4.382	-40.153
4.382	-42.474
4.255	-42.474
4.255	-45.120
4.207	-45.120
4.207	-47.753
4.270	-47.753
4.270	-50.053
4.381	-50.053
4.381	-52.697
4.349	-52.697
4.349	-55.335
4.380	-55.335
4.380	-57.967
4.475	-57.967
4.475	-60.612
4.442	-60.612
4.442	-65.565
4.441	-65.565
4.441	-70.180
4.472	-70.180
4.472	-75.453
4.550	-75.453
4.550	-85.367
4.406	-85.367
4.406	-90.324
4.310	-90.324
4.310	-95.269
4.373	-95.269
4.373	-100.216
4.404	-100.216
4.404	-105.495
4.434	-105.495
4.434	-115.728
4.384	-115.728
4.384	-130.246
4.479	-130.246
4.479	-135.186
4.605	-135.186
4.605	-140.127
4.699	-140.127
4.699	-145.735
4.730	-145.735
4.730	-151.010
4.808	-151.010
4.808	-160.257
4.743	-160.257
4.743	-170.170
4.598	-170.170
4.598	-180.405
4.548	-180.405
4.548	-200.199
4.607	-200.199
4.607	-223.955
4.699	-223.955
4.699	-244.414
4.746	-244.414
