LONG,LAT,MOHO_DEPTH,VP/VS,METHOD,SUB-METHOD,AUTHOR,V_PROFILE(Y/N),LOCATION,SUB_LOCATION
-84.96,9.93,54,1.96,Hk,-,EARS,N,America_North,
-83.81,9.96,60,1.7,Hk,-,EARS,N,America_North,
-83.9,9.97,32,2.1,Hk,-,EARS,N,America_North,
-83.84,9.98,25,1.88,Hk,-,EARS,N,America_North,
-83.84,9.98,61,1.6,Hk,-,EARS,N,America_North,
-83.84,9.98,27,1.7,Hk,-,EARS,N,America_North,
-83.73,9.98,25,1.97,Hk,-,EARS,N,America_North,
-84.11,10,41,2,Hk,-,EARS,N,America_North,
-84.11,10,48,1.86,Hk,-,EARS,N,America_North,
-83.79,10,38,1.64,Hk,-,EARS,N,America_North,
-83.78,10,32,2.07,Hk,-,EARS,N,America_North,
-83.76,10.01,27,1.61,Hk,-,EARS,N,America_North,
-83.94,10.02,28,1.8,Hk,-,EARS,N,America_North,
-83.76,10.02,31,2.01,Hk,-,EARS,N,America_North,
-83.76,10.02,32,1.98,Hk,-,EARS,N,America_North,
-83.76,10.02,28,1.6,Hk,-,EARS,N,America_North,
-84.3,10.04,35,1.88,Hk,-,EARS,N,America_North,
-85.75,10.06,25,1.8,Hk,-,EARS,N,America_North,
-85.26,10.06,34,1.82,Hk,-,EARS,N,America_North,
-85.71,10.07,25,1.87,Hk,-,EARS,N,America_North,
-84.2,10.17,29,1.89,Hk,-,EARS,N,America_North,
-84.23,10.2,32,1.6,Hk,-,EARS,N,America_North,
-84.23,10.2,45,1.89,Hk,-,EARS,N,America_North,
-85.34,10.24,64,1.99,Hk,-,EARS,N,America_North,
-84.38,10.28,40,1.81,Hk,-,EARS,N,America_North,
-84.95,10.29,46,1.75,Hk,-,EARS,N,America_North,
-85.7,10.3,27,1.7,Hk,-,EARS,N,America_North,
-83.92,10.32,26,1.9,Hk,-,EARS,N,America_North,
-85.85,10.34,31,1.67,Hk,-,EARS,N,America_North,
-85.46,10.36,36,1.6,Hk,-,EARS,N,America_North,
-85.28,10.43,28,1.69,Hk,-,EARS,N,America_North,
-84.71,10.44,58,1.62,Hk,-,EARS,N,America_North,
-84.68,10.47,32,1.68,Hk,-,EARS,N,America_North,
-83.74,10.56,42,1.62,Hk,-,EARS,N,America_North,
-85.68,10.59,28,1.96,Hk,-,EARS,N,America_North,
-85.6,10.71,43,2.02,Hk,-,EARS,N,America_North,
-84.4,10.72,43,1.69,Hk,-,EARS,N,America_North,
-85.37,10.79,34,1.6,Hk,-,EARS,N,America_North,
-85.12,10.81,39,1.75,Hk,-,EARS,N,America_North,
-85.61,10.84,36,1.98,Hk,-,EARS,N,America_North,
-85.52,11.19,38,1.64,Hk,-,EARS,N,America_North,
-86.12,11.94,19,1.6,Hk,-,EARS,N,America_North,
-85.17,11.97,33,1.88,Hk,-,EARS,N,America_North,
-83.77,12.01,32,1.84,Hk,-,EARS,N,America_North,
-86.25,12.15,30,1.91,Hk,-,EARS,N,America_North,
-84.3,12.2,34,1.78,Hk,-,EARS,N,America_North,
-85.67,12.45,32,1.81,Hk,-,EARS,N,America_North,
-85.67,12.45,34,1.85,Hk,-,EARS,N,America_North,
-86.7,12.5,26,2.1,Hk,-,EARS,N,America_North,
-86.84,12.6,44,1.6,Hk,-,EARS,N,America_North,
-86.83,12.6,42,1.86,Hk,-,EARS,N,America_North,
-86.83,12.61,48,1.64,Hk,-,EARS,N,America_North,
-86.86,12.62,69,1.98,Hk,-,EARS,N,America_North,
-87.03,12.7,68,1.73,Hk,-,EARS,N,America_North,
-85.93,12.93,32,2.06,Hk,-,EARS,N,America_North,
-87.56,12.98,29,1.93,Hk,-,EARS,N,America_North,
-86.37,13.1,40,1.78,Hk,-,EARS,N,America_North,
-87.83,13.28,32,1.77,Hk,-,EARS,N,America_North,
-88.32,13.47,57,1.78,Hk,-,EARS,N,America_North,
-86.16,13.48,37,1.79,Hk,-,EARS,N,America_North,
-89.45,13.65,34,1.79,Hk,-,EARS,N,America_North,
-89.23,13.69,33,1.6,Hk,-,EARS,N,America_North,
-88.94,13.71,31,1.98,Hk,-,EARS,N,America_North,
-89.39,13.8,68,1.65,Hk,-,EARS,N,America_North,
-89.78,13.9,28,2.1,Hk,-,EARS,N,America_North,
-89.35,13.97,38,1.72,Hk,-,EARS,N,America_North,
-88.76,13.99,31,1.81,Hk,-,EARS,N,America_North,
-87.27,14.06,35,1.87,Hk,-,EARS,N,America_North,
-89.36,14.4,36,1.82,Hk,-,EARS,N,America_North,
-91.69,14.52,27,2.06,Hk,-,EARS,N,America_North,
-89.34,14.56,28,2.09,Hk,-,EARS,N,America_North,
-90.35,14.6,36,1.97,Hk,-,EARS,N,America_North,
-92.69,15.28,65,1.6,Hk,-,EARS,N,America_North,
-91.5,15.32,32,1.71,Hk,-,EARS,N,America_North,
-89.64,15.4,33,1.87,Hk,-,EARS,N,America_North,
-95.81,15.91,44,2,Hk,-,EARS,N,America_North,
-93.78,16.08,41,2.02,Hk,-,EARS,N,America_North,
-92.14,16.28,30,1.6,Hk,-,EARS,N,America_North,
-94.19,16.29,35,2.09,Hk,-,EARS,N,America_North,
-89.42,16.33,34,1.88,Hk,-,EARS,N,America_North,
-89.87,16.92,40,1.77,Hk,-,EARS,N,America_North,
-62.98,17.49,40,1.6,Hk,-,EARS,N,America_North,
-98.57,17.56,37,1.6,Hk,-,EARS,N,America_North,
-63.24,17.62,32,1.62,Hk,-,EARS,N,America_North,
-64.71,17.73,33,1.64,Hk,-,EARS,N,America_North,
-66.53,17.89,10,1.7,Hk,-,EARS,N,America_North,
-66.52,17.89,10,1.9,Hk,-,EARS,N,America_North,
-67.04,17.97,26,1.83,Hk,-,EARS,N,America_North,
-66.11,17.97,17,2.1,Hk,-,EARS,N,America_North,
-66.67,17.98,19,2.06,Hk,-,EARS,N,America_North,
-67.11,18.01,36,1.72,Hk,-,EARS,N,America_North,
-66.77,18.01,46,1.69,Hk,-,EARS,N,America_North,
-66.02,18.02,32,1.97,Hk,-,EARS,N,America_North,
-67.07,18.03,32,1.75,Hk,-,EARS,N,America_North,
-66.61,18.04,22,2.02,Hk,-,EARS,N,America_North,
-65.92,18.04,48,1.6,Hk,-,EARS,N,America_North,
-66.86,18.05,48,1.64,Hk,-,EARS,N,America_North,
-63.07,18.05,22,1.77,Hk,-,EARS,N,America_North,
-66.72,18.06,50,1.63,Hk,-,EARS,N,America_North,
-66.94,18.07,47,1.6,Hk,-,EARS,N,America_North,
-66.58,18.07,45,1.6,Hk,-,EARS,N,America_North,
-65.55,18.1,39,1.82,Hk,-,EARS,N,America_North,
-66.15,18.11,44,1.74,Hk,-,EARS,N,America_North,
-65.85,18.14,57,1.64,Hk,-,EARS,N,America_North,
-67.14,18.21,47,1.74,Hk,-,EARS,N,America_North,
-67.14,18.22,40,1.91,Hk,-,EARS,N,America_North,
-77.53,18.23,19,2.1,Hk,-,EARS,N,America_North,
-72.52,18.24,20,1.6,Hk,-,EARS,N,America_North,
-66.72,18.25,32,2.05,Hk,-,EARS,N,America_North,
-65.86,18.27,63,1.76,Hk,-,EARS,N,America_North,
-66.08,18.31,48,1.93,Hk,-,EARS,N,America_North,
-65.28,18.31,23,2,Hk,-,EARS,N,America_North,
-66.36,18.32,30,1.6,Hk,-,EARS,N,America_North,
-66.75,18.35,25,1.93,Hk,-,EARS,N,America_North,
-64.96,18.35,26,1.78,Hk,-,EARS,N,America_North,
-77.86,18.41,19,2,Hk,-,EARS,N,America_North,
-69.92,18.46,56,1.66,Hk,-,EARS,N,America_North,
-67.11,18.47,23,1.92,Hk,-,EARS,N,America_North,
-66.53,18.48,27,1.89,Hk,-,EARS,N,America_North,
-72.61,18.51,32,1.81,Hk,-,EARS,N,America_North,
-68.38,18.51,27,1.86,Hk,-,EARS,N,America_North,
-72.3,18.52,48,1.6,Hk,-,EARS,N,America_North,
-72.18,18.66,22,1.6,Hk,-,EARS,N,America_North,
-64.33,18.73,23,2,Hk,-,EARS,N,America_North,
-71.29,18.98,19,1.6,Hk,-,EARS,N,America_North,
-72.02,19.16,58,1.85,Hk,-,EARS,N,America_North,
-69.19,19.29,23,1.6,Hk,-,EARS,N,America_North,
-99.18,19.33,42,1.94,Hk,-,EARS,N,America_North,
-72.12,19.34,20,1.6,Hk,-,EARS,N,America_North,
-70.73,19.43,26,1.61,Hk,-,EARS,N,America_North,
-101.23,19.65,41,1.84,Hk,-,EARS,N,America_North,
-72.18,19.7,26,1.6,Hk,-,EARS,N,America_North,
-77.41,19.91,15,1.61,Hk,-,EARS,N,America_North,
-75.11,19.93,40,1.96,Hk,-,EARS,N,America_North,
-76.42,19.98,22,1.81,Hk,-,EARS,N,America_North,
-75.91,20.01,17,1.6,Hk,-,EARS,N,America_North,
-74.23,20.18,39,1.78,Hk,-,EARS,N,America_North,
-74.81,20.2,36,1.72,Hk,-,EARS,N,America_North,
-88.28,20.23,28,2.1,Hk,-,EARS,N,America_North,
-74.59,20.33,58,1.78,Hk,-,EARS,N,America_North,
-74.98,20.56,44,1.67,Hk,-,EARS,N,America_North,
-99.93,20.61,39,1.78,Hk,-,EARS,N,America_North,
-100.45,20.7,41,1.75,Hk,-,EARS,N,America_North,
-100.45,20.7,52,1.62,Hk,-,EARS,N,America_North,
-77.42,21.19,34,2.1,Hk,-,EARS,N,America_North,
-79.47,22.5,38,1.63,Hk,-,EARS,N,America_North,
-102.57,22.77,43,1.7,Hk,-,EARS,N,America_North,
-83.01,22.79,24,2.1,Hk,-,EARS,N,America_North,
-81.37,23.06,31,2,Hk,-,EARS,N,America_North,
-109.76,23.12,19,1.97,Hk,-,EARS,N,America_North,
-109.94,23.69,29,1.96,Hk,-,EARS,N,America_North,
-110.44,24.13,67,2,Hk,-,EARS,N,America_North,
-111.11,24.4,28,1.9,Hk,-,EARS,N,America_North,
-81.05,24.73,36,1.8,Hk,-,EARS,N,America_North,
-80.91,25.87,36,1.88,Hk,-,EARS,N,America_North,
-80.91,25.87,33,1.98,Hk,-,EARS,N,America_North,
-111.36,26.02,23,1.86,Hk,-,EARS,N,America_North,
-81.44,26.34,37,1.6,Hk,-,EARS,N,America_North,
-80.56,26.41,25,2.05,Hk,-,EARS,N,America_North,
-112,26.89,21,1.9,Hk,-,EARS,N,America_North,
-109.23,26.92,25,1.77,Hk,-,EARS,N,America_North,
-105.66,26.94,40,1.66,Hk,-,EARS,N,America_North,
-81.14,26.97,32,1.87,Hk,-,EARS,N,America_North,
-80.36,27.04,34,1.61,Hk,-,EARS,N,America_North,
-80.36,27.04,35,1.6,Hk,-,EARS,N,America_North,
-98.68,27.06,36,1.61,Hk,-,EARS,N,America_North,
-98.67,27.06,35,1.79,Hk,-,EARS,N,America_North,
-81.8,27.06,39,1.83,Hk,-,EARS,N,America_North,
-112.86,27.29,27,1.78,Hk,-,EARS,N,America_North,
-112.24,27.32,44,1.87,Hk,-,EARS,N,America_North,
-80.88,27.52,38,1.87,Hk,-,EARS,N,America_North,
-97.89,27.55,29,1.79,Hk,-,EARS,N,America_North,
-81.75,27.59,40,1.64,Hk,-,EARS,N,America_North,
-98.52,27.6,55,1.62,Hk,-,EARS,N,America_North,
-99.27,27.61,35,1.74,Hk,-,EARS,N,America_North,
-82.24,27.67,29,1.88,Hk,-,EARS,N,America_North,
-105.73,27.78,37,1.73,Hk,-,EARS,N,America_North,
-114.01,28.01,43,1.6,Hk,-,EARS,N,America_North,
-80.9,28.06,37,1.77,Hk,-,EARS,N,America_North,
-81.43,28.11,35,1.83,Hk,-,EARS,N,America_North,
-81.43,28.11,37,1.86,Hk,-,EARS,N,America_North,
-81.36,28.21,55,1.63,Hk,-,EARS,N,America_North,
-82.23,28.27,30,1.91,Hk,-,EARS,N,America_North,
-99.97,28.28,32,1.74,Hk,-,EARS,N,America_North,
-99.39,28.32,28,1.91,Hk,-,EARS,N,America_North,
-99.39,28.32,32,1.82,Hk,-,EARS,N,America_North,
-106.04,28.67,36,1.73,Hk,-,EARS,N,America_North,
-99.29,28.72,30,1.94,Hk,-,EARS,N,America_North,
-99.97,28.73,34,1.77,Hk,-,EARS,N,America_North,
-98.53,28.78,29,2.06,Hk,-,EARS,N,America_North,
-95.65,28.84,52,1.6,Hk,-,EARS,N,America_North,
-98.56,28.85,25,1.62,Hk,-,EARS,N,America_North,
-97.81,28.86,33,1.79,Hk,-,EARS,N,America_North,
-97.81,28.86,42,1.85,Hk,-,EARS,N,America_North,
-82.07,28.94,36,1.83,Hk,-,EARS,N,America_North,
-81.2,28.96,40,1.75,Hk,-,EARS,N,America_North,
-110.95,29.02,25,1.71,Hk,-,EARS,N,America_North,
-98.38,29.13,30,2.1,Hk,-,EARS,N,America_North,
-97.79,29.21,66,1.6,Hk,-,EARS,N,America_North,
-103.67,29.33,37,1.79,Hk,-,EARS,N,America_North,
-103.67,29.33,37,1.79,Hk,-,EARS,N,America_North,
-103.67,29.33,37,1.78,Hk,-,EARS,N,America_North,
-82.53,29.37,30,1.97,Hk,-,EARS,N,America_North,
-82.53,29.37,30,1.94,Hk,-,EARS,N,America_North,
-98.35,29.38,26,1.77,Hk,-,EARS,N,America_North,
-97.77,29.39,49,1.73,Hk,-,EARS,N,America_North,
-100.58,29.41,34,1.77,Hk,-,EARS,N,America_North,
-100.62,29.42,34,1.81,Hk,-,EARS,N,America_North,
-81.26,29.42,34,1.88,Hk,-,EARS,N,America_North,
-82.07,29.44,30,1.88,Hk,-,EARS,N,America_North,
-103.39,29.45,39,1.71,Hk,-,EARS,N,America_North,
-99.18,29.46,36,1.61,Hk,-,EARS,N,America_North,
-97.06,29.48,40,1.75,Hk,-,EARS,N,America_North,
-102.89,29.49,36,1.77,Hk,-,EARS,N,America_North,
-99.79,29.51,45,1.87,Hk,-,EARS,N,America_North,
-83.26,29.51,35,1.88,Hk,-,EARS,N,America_North,
-99.28,29.53,46,1.84,Hk,-,EARS,N,America_North,
-104.13,29.55,28,2.1,Hk,-,EARS,N,America_North,
-81.87,29.59,30,2.1,Hk,-,EARS,N,America_North,
-97.07,29.78,31,1.61,Hk,-,EARS,N,America_North,
-82.13,29.83,40,1.7,Hk,-,EARS,N,America_North,
-82.58,29.92,39,1.82,Hk,-,EARS,N,America_North,
-102.12,29.95,39,1.75,Hk,-,EARS,N,America_North,
-95.83,29.95,30,1.62,Hk,-,EARS,N,America_North,
-95.84,29.96,32,1.64,Hk,-,EARS,N,America_North,
-82.41,30,37,1.89,Hk,-,EARS,N,America_North,
-91.15,30.01,70,1.63,Hk,-,EARS,N,America_North,
-91.14,30.01,38,1.82,Hk,-,EARS,N,America_North,
-91.14,30.01,27,1.84,Hk,-,EARS,N,America_North,
-81.73,30.02,36,1.83,Hk,-,EARS,N,America_North,
-98.48,30.03,50,1.66,Hk,-,EARS,N,America_North,
-97.57,30.03,36,1.96,Hk,-,EARS,N,America_North,
-82.11,30.03,58,1.6,Hk,-,EARS,N,America_North,
-104.09,30.06,41,1.76,Hk,-,EARS,N,America_North,
-93.19,30.06,45,1.83,Hk,-,EARS,N,America_North,
-115.35,30.07,37,1.85,Hk,-,EARS,N,America_North,
-99.04,30.07,46,1.78,Hk,-,EARS,N,America_North,
-97.07,30.08,27,2.04,Hk,-,EARS,N,America_North,
-83.68,30.08,58,1.67,Hk,-,EARS,N,America_North,
-102.22,30.12,51,1.62,Hk,-,EARS,N,America_North,
-82.97,30.12,42,1.8,Hk,-,EARS,N,America_North,
-99.9,30.13,46,1.98,Hk,-,EARS,N,America_North,
-85.29,30.13,32,1.74,Hk,-,EARS,N,America_North,
-103.61,30.15,41,1.78,Hk,-,EARS,N,America_North,
-101.34,30.15,42,2.06,Hk,-,EARS,N,America_North,
-102.79,30.16,44,1.69,Hk,-,EARS,N,America_North,
-100.55,30.16,67,1.6,Hk,-,EARS,N,America_North,
-84.43,30.19,27,1.6,Hk,-,EARS,N,America_North,
-84.43,30.19,40,1.93,Hk,-,EARS,N,America_North,
-83.91,30.2,36,1.97,Hk,-,EARS,N,America_North,
-82.12,30.36,39,1.82,Hk,-,EARS,N,America_North,
-103.64,30.37,42,1.9,Hk,-,EARS,N,America_North,
-99.8,30.48,46,1.83,Hk,-,EARS,N,America_North,
-112.32,30.5,28,1.65,Hk,-,EARS,N,America_North,
-83.89,30.58,41,1.77,Hk,-,EARS,N,America_North,
-101.89,30.62,45,1.77,Hk,-,EARS,N,America_North,
-85.75,30.62,40,1.6,Hk,-,EARS,N,America_North,
-85.75,30.62,35,1.6,Hk,-,EARS,N,America_North,
-81.56,30.62,30,2.05,Hk,-,EARS,N,America_North,
-104.03,30.67,43,1.8,Hk,-,EARS,N,America_North,
-100.61,30.68,49,1.72,Hk,-,EARS,N,America_North,
-83.63,30.71,51,1.88,Hk,-,EARS,N,America_North,
-82.1,30.72,33,2.03,Hk,-,EARS,N,America_North,
-82.02,30.72,36,1.92,Hk,-,EARS,N,America_North,
-82.02,30.72,34,2.02,Hk,-,EARS,N,America_North,
-102.68,30.73,49,1.6,Hk,-,EARS,N,America_North,
-83.03,30.74,31,2.09,Hk,-,EARS,N,America_North,
-99.09,30.75,46,1.66,Hk,-,EARS,N,America_North,
-96.8,30.77,30,1.81,Hk,-,EARS,N,America_North,
-97.59,30.78,33,2.1,Hk,-,EARS,N,America_North,
-97.59,30.78,33,2.1,Hk,-,EARS,N,America_North,
-104.99,30.79,41,1.67,Hk,-,EARS,N,America_North,
-104.99,30.79,41,1.67,Hk,-,EARS,N,America_North,
-101.24,30.79,46,1.8,Hk,-,EARS,N,America_North,
-98.27,30.81,38,1.76,Hk,-,EARS,N,America_North,
-96.14,30.83,32,1.67,Hk,-,EARS,N,America_North,
-82.07,30.84,42,1.71,Hk,-,EARS,N,America_North,
-116.06,30.85,31,1.88,Hk,-,EARS,N,America_North,
-103.4,30.85,25,1.73,Hk,-,EARS,N,America_North,
-85.18,30.85,56,1.75,Hk,-,EARS,N,America_North,
-84.32,30.85,38,1.74,Hk,-,EARS,N,America_North,
-114.75,30.88,26,1.73,Hk,-,EARS,N,America_North,
-99.79,30.88,42,1.81,Hk,-,EARS,N,America_North,
-102.91,30.89,40,1.6,Hk,-,EARS,N,America_North,
-103.32,30.92,25,1.7,Hk,-,EARS,N,America_North,
-101.13,30.92,47,1.82,Hk,-,EARS,N,America_North,
-103.78,30.94,44,1.67,Hk,-,EARS,N,America_North,
-115.9,30.95,37,1.8,Hk,-,EARS,N,America_North,
-115.8,30.96,47,1.6,Hk,-,EARS,N,America_North,
-116.13,30.98,39,1.6,Hk,-,EARS,N,America_North,
-82.07,30.98,37,1.71,Hk,-,EARS,N,America_North,
-115.57,30.99,44,1.8,Hk,-,EARS,N,America_North,
-103.15,31,35,1.6,Hk,-,EARS,N,America_North,
-87.06,31.01,38,1.86,Hk,-,EARS,N,America_North,
-114.85,31.04,26,1.61,Hk,-,EARS,N,America_North,
-115.47,31.05,32,1.91,Hk,-,EARS,N,America_North,
-115.46,31.05,43,1.6,Hk,-,EARS,N,America_North,
-82.1,31.07,30,1.91,Hk,-,EARS,N,America_North,
-103.51,31.08,30,1.73,Hk,-,EARS,N,America_North,
-103.37,31.1,32,1.71,Hk,-,EARS,N,America_North,
-103.25,31.12,32,1.77,Hk,-,EARS,N,America_North,
-103.15,31.13,50,1.64,Hk,-,EARS,N,America_North,
-83.53,31.17,37,2.1,Hk,-,EARS,N,America_North,
-103.27,31.19,32,1.69,Hk,-,EARS,N,America_North,
-104.05,31.2,46,1.77,Hk,-,EARS,N,America_North,
-102.04,31.2,40,1.79,Hk,-,EARS,N,America_North,
-82.09,31.22,33,1.82,Hk,-,EARS,N,America_North,
-99,31.27,39,1.8,Hk,-,EARS,N,America_North,
-83.9,31.27,25,1.6,Hk,-,EARS,N,America_North,
-103.75,31.28,47,1.76,Hk,-,EARS,N,America_North,
-103.32,31.28,26,1.81,Hk,-,EARS,N,America_North,
-97.43,31.28,35,2.1,Hk,-,EARS,N,America_North,
-85.6,31.28,25,1.6,Hk,-,EARS,N,America_North,
-103.1,31.3,42,1.82,Hk,-,EARS,N,America_North,
-100.43,31.31,41,1.92,Hk,-,EARS,N,America_North,
-103.98,31.32,27,1.6,Hk,-,EARS,N,America_North,
-98.98,31.32,38,1.81,Hk,-,EARS,N,America_North,
-95.89,31.32,31,1.93,Hk,-,EARS,N,America_North,
-82.13,31.32,28,1.99,Hk,-,EARS,N,America_North,
-98.24,31.33,32,2.04,Hk,-,EARS,N,America_North,
-94.56,31.33,28,1.98,Hk,-,EARS,N,America_North,
-93.17,31.33,30,2.01,Hk,-,EARS,N,America_North,
-113.63,31.34,47,2.04,Hk,-,EARS,N,America_North,
-108.53,31.34,32,1.82,Hk,-,EARS,N,America_North,
-103.06,31.34,42,1.8,Hk,-,EARS,N,America_North,
-102.76,31.34,42,1.92,Hk,-,EARS,N,America_North,
-82.85,31.34,32,2.09,Hk,-,EARS,N,America_North,
-87.19,31.35,33,1.76,Hk,-,EARS,N,America_North,
-84.22,31.35,29,2.07,Hk,-,EARS,N,America_North,
-95.31,31.36,32,1.94,Hk,-,EARS,N,America_North,
-104.97,31.37,31,2.1,Hk,-,EARS,N,America_North,
-103.49,31.37,41,1.89,Hk,-,EARS,N,America_North,
-92.32,31.37,61,1.72,Hk,-,EARS,N,America_North,
-92.32,31.37,51,1.63,Hk,-,EARS,N,America_North,
-109.28,31.38,30,1.78,Hk,-,EARS,N,America_North,
-109.28,31.38,30,1.78,Hk,-,EARS,N,America_North,
-109.28,31.38,30,1.77,Hk,-,EARS,N,America_North,
-102.81,31.38,41,1.91,Hk,-,EARS,N,America_North,
-99.74,31.38,47,1.72,Hk,-,EARS,N,America_North,
-115.78,31.39,33,1.73,Hk,-,EARS,N,America_North,
-96.84,31.39,28,1.81,Hk,-,EARS,N,America_North,
-89.46,31.39,40,1.65,Hk,-,EARS,N,America_North,
-103.51,31.41,30,1.6,Hk,-,EARS,N,America_North,
-103.51,31.41,45,1.84,Hk,-,EARS,N,America_North,
-101.18,31.41,41,1.92,Hk,-,EARS,N,America_North,
-87.9,31.41,52,1.6,Hk,-,EARS,N,America_North,
-103.11,31.42,42,1.8,Hk,-,EARS,N,America_North,
-93.89,31.42,42,1.6,Hk,-,EARS,N,America_North,
-81.49,31.42,29,1.92,Hk,-,EARS,N,America_North,
-109.99,31.44,32,1.68,Hk,-,EARS,N,America_North,
-105.48,31.44,36,1.9,Hk,-,EARS,N,America_North,
-83.59,31.44,25,1.6,Hk,-,EARS,N,America_North,
-83.59,31.44,53,1.74,Hk,-,EARS,N,America_North,
-90.73,31.45,58,1.82,Hk,-,EARS,N,America_North,
-82.13,31.45,32,1.84,Hk,-,EARS,N,America_North,
-94.37,31.46,31,1.79,Hk,-,EARS,N,America_North,
-84.93,31.48,35,2.1,Hk,-,EARS,N,America_North,
-84.93,31.48,35,2.1,Hk,-,EARS,N,America_North,
-101.98,31.49,26,1.6,Hk,-,EARS,N,America_North,
-103.2,31.51,34,1.99,Hk,-,EARS,N,America_North,
-94.18,31.52,26,1.9,Hk,-,EARS,N,America_North,
-104.05,31.53,50,1.69,Hk,-,EARS,N,America_North,
-103.85,31.55,59,1.68,Hk,-,EARS,N,America_North,
-113.46,31.56,61,1.88,Hk,-,EARS,N,America_North,
-82.1,31.57,34,1.82,Hk,-,EARS,N,America_North,
-103.67,31.58,35,1.6,Hk,-,EARS,N,America_North,
-103.13,31.58,32,1.6,Hk,-,EARS,N,America_North,
-103.32,31.62,30,1.75,Hk,-,EARS,N,America_North,
-82.11,31.62,32,1.9,Hk,-,EARS,N,America_North,
-103.22,31.65,42,1.85,Hk,-,EARS,N,America_North,
-104.5,31.67,56,1.74,Hk,-,EARS,N,America_North,
-102.08,31.67,30,2.1,Hk,-,EARS,N,America_North,
-115.91,31.69,32,1.82,Hk,-,EARS,N,America_North,
-105.38,31.7,48,1.84,Hk,-,EARS,N,America_North,
-82.08,31.7,32,1.88,Hk,-,EARS,N,America_North,
-83.89,31.72,70,1.62,Hk,-,EARS,N,America_North,
-103.45,31.73,31,1.75,Hk,-,EARS,N,America_North,
-104.51,31.75,44,1.74,Hk,-,EARS,N,America_North,
-94.66,31.76,30,1.82,Hk,-,EARS,N,America_North,
-110.82,31.77,31,1.66,Hk,-,EARS,N,America_North,
-106.51,31.77,33,1.81,Hk,-,EARS,N,America_North,
-104.3,31.77,25,1.6,Hk,-,EARS,N,America_North,
-83.9,31.81,47,1.75,Hk,-,EARS,N,America_North,
-94.42,31.84,29,1.83,Hk,-,EARS,N,America_North,
-82.09,31.85,36,1.77,Hk,-,EARS,N,America_North,
-116.66,31.87,26,1.83,Hk,-,EARS,N,America_North,
-94.45,31.87,36,1.65,Hk,-,EARS,N,America_North,
-103.61,31.88,35,1.68,Hk,-,EARS,N,America_North,
-91.48,31.88,34,1.6,Hk,-,EARS,N,America_North,
-101.11,31.89,44,1.74,Hk,-,EARS,N,America_North,
-99.65,31.89,44,1.77,Hk,-,EARS,N,America_North,
-108.53,31.9,31,1.75,Hk,-,EARS,N,America_North,
-83.89,31.9,38,1.9,Hk,-,EARS,N,America_North,
-101.13,31.91,44,1.77,Hk,-,EARS,N,America_North,
-82.48,31.93,33,1.93,Hk,-,EARS,N,America_North,
-82.48,31.93,30,2.01,Hk,-,EARS,N,America_North,
-104.03,31.94,28,1.69,Hk,-,EARS,N,America_North,
-100.32,31.94,40,1.75,Hk,-,EARS,N,America_North,
-82.1,31.94,32,1.86,Hk,-,EARS,N,America_North,
-83.29,31.95,39,1.97,Hk,-,EARS,N,America_North,
-112.81,31.96,25,1.8,Hk,-,EARS,N,America_North,
-112.81,31.96,25,1.8,Hk,-,EARS,N,America_North,
-110.05,31.97,31,1.73,Hk,-,EARS,N,America_North,
-101.81,31.97,43,1.81,Hk,-,EARS,N,America_North,
-81.03,31.97,31,1.89,Hk,-,EARS,N,America_North,
-81.03,31.97,34,1.85,Hk,-,EARS,N,America_North,
-101.8,31.98,45,1.72,Hk,-,EARS,N,America_North,
-87.12,31.98,31,2.1,Hk,-,EARS,N,America_North,
-86.27,31.98,30,1.95,Hk,-,EARS,N,America_North,
-86.27,31.98,30,2.01,Hk,-,EARS,N,America_North,
-81.89,31.98,30,1.89,Hk,-,EARS,N,America_North,
-97.46,31.99,42,1.75,Hk,-,EARS,N,America_North,
-97.46,31.99,42,1.75,Hk,-,EARS,N,America_North,
-82.11,31.99,47,1.6,Hk,-,EARS,N,America_North,
-115.95,32,34,1.8,Hk,-,EARS,N,America_North,
-111.46,32,26,1.81,Hk,-,EARS,N,America_North,
-109.26,32,31,1.76,Hk,-,EARS,N,America_North,
-102.25,32,42,1.75,Hk,-,EARS,N,America_North,
-98.14,32,38,1.81,Hk,-,EARS,N,America_North,
-96.53,32,30,1.95,Hk,-,EARS,N,America_North,
-95.81,32,32,1.95,Hk,-,EARS,N,America_North,
-95.81,32,33,1.91,Hk,-,EARS,N,America_North,
-95.81,32,33,1.92,Hk,-,EARS,N,America_North,
-95.12,32,30,1.89,Hk,-,EARS,N,America_North,
-84.74,32,39,1.79,Hk,-,EARS,N,America_North,
-107.78,32.01,32,1.92,Hk,-,EARS,N,America_North,
-106.43,32.01,30,2.1,Hk,-,EARS,N,America_North,
-103.93,32.01,29,1.66,Hk,-,EARS,N,America_North,
-103.6,32.01,32,1.69,Hk,-,EARS,N,America_North,
-103.29,32.01,38,1.6,Hk,-,EARS,N,America_North,
-98.9,32.02,40,1.77,Hk,-,EARS,N,America_North,
-94.47,32.02,26,2.09,Hk,-,EARS,N,America_North,
-92.92,32.02,31,1.94,Hk,-,EARS,N,America_North,
-89.9,32.03,34,1.8,Hk,-,EARS,N,America_North,
-93.76,32.04,26,1.85,Hk,-,EARS,N,America_North,
-90.69,32.04,36,1.6,Hk,-,EARS,N,America_North,
