LONG,LAT,MOHO_DEPTH,VP/VS,METHOD,SUB-METHOD,AUTHOR,V_PROFILE(Y/N),LOCATION,SUB_LOCATION
38.77,9.04,37,1.67,Hk,-,Dugda2005,N,Africa
37.56,6.07,30,1.26,Hk,-,Dugda2005,N,Africa
37.39,11.57,44,1.84,Hk,-,Dugda2005,N,Africa
38.47,6.93,38,1.8,Hk,-,Dugda2005,N,Africa
39.53,9.67,41,1.87,Hk,-,Dugda2005,N,Africa
38.21,6.16,37,1.39,Hk,-,Dugda2005,N,Africa
36.33,8.44,36,1.54,Hk,-,Dugda2005,N,Africa
39.68,12.17,37,1.5,Hk,-,Dugda2005,N,Africa
37.73,10.31,41,1.68,Hk,-,Dugda2005,N,Africa
39.98,7.03,42,1.73,Hk,-,Dugda2005,N,Africa
37.77,8.97,41,1.57,Hk,-,Dugda2005,N,Africa
39.28,7.03,42,1.75,Hk,-,Dugda2005,N,Africa
41.11,9.22,41,1.71,Hk,-,Dugda2005,N,Africa
37.86,7.56,37,1.65,Hk,-,Dugda2005,N,Africa
36.83,7.68,36,1.51,Hk,-,Dugda2005,N,Africa
39.94,10.42,44,1.95,Hk,-,Dugda2005,N,Africa
39.29,8.57,27,1.34,Hk,-,Dugda2005,N,Africa
36.52,9.09,34,1.42,Hk,-,Dugda2005,N,Africa
39.13,7.97,27,1.39,Hk,-,Dugda2005,N,Africa
41,11.79,25,1.13,Hk,-,Dugda2005,N,Africa
37.18,7.15,34,1.4,Hk,-,Dugda2005,N,Africa
40.65,10.17,30,1.24,Hk,-,Dugda2005,N,Africa
40.25,9.12,35,1.53,Hk,-,Dugda2005,N,Africa
37.78,8.3,33,1.39,Hk,-,Dugda2005,N,Africa
36.8,-2.5,39,1.59,Hk,-,Dugda2005,N,Africa
34.8,0.56,37,1.53,Hk,-,Dugda2005,N,Africa
38,-1.37,40,1.59,Hk,-,Dugda2005,N,Africa
36.8,-1.13,42,1.75,Hk,-,Dugda2005,N,Africa
34.98,0.98,38,1.56,Hk,-,Dugda2005,N,Africa
32.41105223,15.71638949,36.9,1.74,Hk,-,ElTahir2013,Y,Africa
32.507332,15.20976767,32.7,1.8,Hk,-,ElTahir2013,Y,Africa
32.73479947,15.85777722,34.5,1.81,Hk,-,ElTahir2013,Y,Africa
35.89,4.28,21,-,Refraction,P_reversed,Gajewski1994,Y,Africa
35.92,4.13,21,-,Refraction,P_reversed,Gajewski1994,Y,Africa
-5.75,35.7,42,-,Refraction,P_reversed,Gil2014,Y,Africa
-5.7,34.32,42,-,Refraction,P_reversed,Gil2014,Y,Africa
-5.25,35.15,45,-,Refraction,P_reversed,Gil2014,Y,Africa
-5.2,34.5,45,-,Refraction,P_reversed,Gil2014,Y,Africa
-5.2,34.15,34,-,Refraction,P_reversed,Gil2014,Y,Africa
-5.2,33.35,38,-,Refraction,P_reversed,Gil2014,Y,Africa
-5,33,41,-,Refraction,P_reversed,Gil2014,Y,Africa
-4.65,34.62,48,-,Refraction,P_reversed,Gil2014,Y,Africa
-3.85,34.78,36,-,Refraction,P_reversed,Gil2014,Y,Africa
-3.26,34.83,30,-,Refraction,P_reversed,Gil2014,Y,Africa
-2.51,35.04,29,-,Refraction,P_reversed,Gil2014,Y,Africa
17.86,-29.77,42,-,Refraction,P_reversed,Green1990,N,Africa
18.53,-29.52,41,-,Refraction,P_reversed,Green1990,N,Africa
19.24,-29.24,41,-,Refraction,P_reversed,Green1990,N,Africa
19.96,-28.99,40,-,Refraction,P_reversed,Green1990,N,Africa
20.5,-28.78,40,-,Refraction,P_reversed,Green1990,N,Africa
17.58,-19.2,42,-,RF_SW_joint,-,Hansen2009,N,Africa
18.42,5.17,40,-,RF_SW_joint,-,Hansen2009,N,Africa
20.81,-32.38,44,-,RF_SW_joint,-,Hansen2009,N,Africa
25.6,-25.02,42.5,-,RF_SW_joint,-,Hansen2009,N,Africa
30.74,-0.6,36,-,RF_SW_joint,-,Hansen2009,N,Africa
36.69,8.9,44,-,RF_SW_joint,-,Hansen2009,N,Africa
37.35,-1.13,36,-,RF_SW_joint,-,Hansen2009,N,Africa
15.4404,-21.352,37,1.71,Hk,-,Heit2015,N,Africa
14.4751,-21.305,34.5,1.73,Hk,-,Heit2015,N,Africa
14.6821,-21.022,36,1.74,Hk,-,Heit2015,N,Africa
14.9014,-21.23,33.5,1.72,Hk,-,Heit2015,N,Africa
14.4624,-20.544,33.5,1.76,Hk,-,Heit2015,N,Africa
15.0127,-20.214,35.5,1.71,Hk,-,Heit2015,N,Africa
13.52,-20.364,35,1.69,Hk,-,Heit2015,N,Africa
12.9769,-19.875,26,1.77,Hk,-,Heit2015,N,Africa
12.591,-19.109,29,1.73,Hk,-,Heit2015,N,Africa
12.369,-18.752,32.5,1.79,Hk,-,Heit2015,N,Africa
13.8847,-18.078,36.5,1.74,Hk,-,Heit2015,N,Africa
13.0281,-17.865,44,1.72,Hk,-,Heit2015,N,Africa
12.5578,-18.16,34,1.89,Hk,-,Heit2015,N,Africa
12.4278,-17.217,37,1.77,Hk,-,Heit2015,N,Africa
13.2443,-17.004,39,1.77,Hk,-,Heit2015,N,Africa
13.8378,-17.334,43,1.81,Hk,-,Heit2015,N,Africa
12.9328,-18.777,38,1.79,Hk,-,Heit2015,N,Africa
15.8845,-19.175,32.5,1.77,Hk,-,Heit2015,N,Africa
14.4791,-19.044,38,1.74,Hk,-,Heit2015,N,Africa
14.9459,-18.687,39,1.74,Hk,-,Heit2015,N,Africa
14.8483,-19.622,35.5,1.72,Hk,-,Heit2015,N,Africa
13.9101,-19.87,37,1.71,Hk,-,Heit2015,N,Africa
13.6138,-19.124,42.5,1.75,Hk,-,Heit2015,N,Africa
13.157,-19.33,42,1.76,Hk,-,Heit2015,N,Africa
13.6773,-18.563,43.5,1.78,Hk,-,Heit2015,N,Africa
13.2737,-18.229,42,1.79,Hk,-,Heit2015,N,Africa
13.2736,-17.434,40,1.89,Hk,-,Heit2015,N,Africa
12.3304,-17.808,36,1.75,Hk,-,Heit2015,N,Africa
13.986,-21.759,31,1.73,Hk,-,Heit2015,N,Africa
14.749,-21.35,33,1.76,Hk,-,Heit2015,N,Africa
17.335,-20.612,38,1.72,Hk,-,Heit2015,N,Africa
15.689,-20.151,35,1.74,Hk,-,Heit2015,N,Africa
17.584,-19.202,35,1.74,Hk,-,Heit2015,N,Africa
25.2122,31.4916,35.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
25.4556,29.2433,35.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
28.3104,27.1484,38,-,RF_SW_joint,-,Hosny2016,Y,Africa
28.5038,31.047,33,-,RF_SW_joint,-,Hosny2016,Y,Africa
28.9546,24.3195,35.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
30.9175,27.6821,38,-,RF_SW_joint,-,Hosny2016,Y,Africa
31.2945,28.6226,35.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
31.8291,29.9275,35.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.3258,22.9226,40.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.4074,23.5217,40.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.4488,23.413,40.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.5779,23.3829,40.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.651,24.004,38,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.6647,23.2931,38,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.778,23.8022,38,-,RF_SW_joint,-,Hosny2016,Y,Africa
32.7911,23.6684,40.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
33.0749,23.9169,38,-,RF_SW_joint,-,Hosny2016,Y,Africa
33.6081,27.0517,28,-,RF_SW_joint,-,Hosny2016,Y,Africa
33.9804,29.9293,35.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
33.9927,28.5229,30,-,RF_SW_joint,-,Hosny2016,Y,Africa
34.1143,23.8559,28,-,RF_SW_joint,-,Hosny2016,Y,Africa
34.1322,27.8925,28,-,RF_SW_joint,-,Hosny2016,Y,Africa
34.5021,25.3405,28,-,RF_SW_joint,-,Hosny2016,Y,Africa
34.6397,28.9893,40.5,-,RF_SW_joint,-,Hosny2016,Y,Africa
34.7327,29.2166,33,-,RF_SW_joint,-,Hosny2016,Y,Africa
34.8386,25.0131,33,-,RF_SW_joint,-,Hosny2016,Y,Africa
-8.51,33.12,35,-,Refraction,P_reversed,Jaffal2009,Y,Africa
-7.91,32.52,34,-,Refraction,P_reversed,Jaffal2009,Y,Africa
24.68,-28.54,38,-,RF_SW_joint,-,Kgaswane2009,Y,Africa
26.51,-33.31,35.5,-,RF_SW_joint,-,Kgaswane2009,Y,Africa
31.4,-23.52,35.5,-,RF_SW_joint,-,Kgaswane2009,Y,Africa
31.71,-27.35,33,-,RF_SW_joint,-,Kgaswane2009,Y,Africa
20.95,-29.97,40.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
21.25,-28.36,40.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
22.2,-28.95,40.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
22.76,-29.67,43,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
23.04,-26.93,42.21,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.02,-29.87,36.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.24,-27.88,38,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.59,-28.38,40.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.63,-28.43,35.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.63,-28.62,35.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.68,-28.54,38,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
24.93,-28.79,35.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
25.13,-27.85,38,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
25.14,-24.85,40.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
25.33,-27.18,38,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
25.34,-25.01,43,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
25.5,-30.61,35.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
26.08,-23.66,42.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
26.16,-24.88,45,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
27.11,-24.84,42.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
27.14,-20.93,43,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
27.17,-23.87,40,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
27.18,-26.9,37.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
27.62,-28.32,37.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
28.16,-24.85,45,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
28.16,-23.86,42.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
28.28,-25.74,35.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
28.3,-22.98,43,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
29.09,-27.02,40.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
29.22,-24.89,45,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
29.33,-24.11,43,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
30.07,-25.79,42.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
30.13,-26.88,38,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
30.52,-20.02,37.5,-,RF_SW_joint,-,Kgaswane2012,Y,Africa
-16.29,22.53,27,-,Refraction,P_reversed,Klingelhoefer2009,Y,Africa
-16.1,22.78,28,-,Refraction,P_reversed,Klingelhoefer2009,Y,Africa
-15.72,22.42,28,-,Refraction,P_reversed,Klingelhoefer2009,Y,Africa
-15.62,22.67,27,-,Refraction,P_reversed,Klingelhoefer2009,Y,Africa
-15.18,22.31,29,-,Refraction,P_reversed,Klingelhoefer2009,Y,Africa
-16.96,14.39,26.3,-,Hk,-,Kosarian2006,Y,Africa
-4.01,14.5,42.6,1.66,Hk,-,Kosarian2006,Y,Africa
2.73,36.3,26.2,-,Hk,-,Kosarian2006,Y,Africa
13.61,-1.66,45.6,1.78,Hk,-,Kosarian2006,Y,Africa
32.08,-5.08,40.3,2,Hk,-,Kosarian2006,Y,Africa
33.26,-8.11,34.5,1.76,Hk,-,Kosarian2006,Y,Africa
35.2,31.77,34.9,-,Hk,-,Kosarian2006,Y,Middle_East
40.34,21.28,37.4,1.74,Hk,-,Kosarian2006,Y,Middle_East
41.52,35.87,35.7,1.77,Hk,-,Kosarian2006,Y,Middle_East
42.36,25.78,36.5,-,Hk,-,Kosarian2006,Y,Middle_East
42.38,18.29,38.4,1.74,Hk,-,Kosarian2006,Y,Middle_East
42.69,19.92,37.1,1.82,Hk,-,Kosarian2006,Y,Middle_East
42.78,21.31,38.1,1.7,Hk,-,Kosarian2006,Y,Middle_East
43.04,23.93,36.4,1.75,Hk,-,Kosarian2006,Y,Middle_East
44.32,22.84,34.6,-,Hk,-,Kosarian2006,Y,Middle_East
45.5,23.52,38,-,Hk,-,Kosarian2006,Y,Middle_East
46.64,24.72,41.6,-,Hk,-,Kosarian2006,Y,Middle_East
29.69,-4.84,44,-,RF_SW_joint,-,Last1997,N,Africa
30.4,-5.12,42,-,RF_SW_joint,-,Last1997,N,Africa
33.18,-4.72,37,-,RF_SW_joint,-,Last1997,N,Africa
33.32,-7.91,37,-,RF_SW_joint,-,Last1997,N,Africa
33.52,-6.94,42,-,RF_SW_joint,-,Last1997,N,Africa
34.06,-6.02,38,-,RF_SW_joint,-,Last1997,N,Africa
34.35,-4.96,37,-,RF_SW_joint,-,Last1997,N,Africa
34.73,-4.64,37,-,RF_SW_joint,-,Last1997,N,Africa
35.14,-4.32,41,-,RF_SW_joint,-,Last1997,N,Africa
35.4,-5.25,38,-,RF_SW_joint,-,Last1997,N,Africa
35.8,-4.9,37,-,RF_SW_joint,-,Last1997,N,Africa
36.02,-3.89,37,-,RF_SW_joint,-,Last1997,N,Africa
36.47,-5.37,37,-,RF_SW_joint,-,Last1997,N,Africa
36.57,-5.32,36,-,RF_SW_joint,-,Last1997,N,Africa
36.7,-2.73,37,-,RF_SW_joint,-,Last1997,N,Africa
36.72,-3.84,36,-,RF_SW_joint,-,Last1997,N,Africa
38.62,-5.3,39,-,RF_SW_joint,-,Last1997,N,Africa
10.53,32.58,30.4,1.83,Hk,-,Lemnifi2017,N,Africa
11.37,32.51,29.8,1.83,Hk,-,Lemnifi2017,N,Africa
13.05,32.07,33,1.76,Hk,-,Lemnifi2017,N,Africa
13.1,32.12,33.4,1.73,Hk,-,Lemnifi2017,N,Africa
13.1,32.51,24.2,1.85,Hk,-,Lemnifi2017,N,Africa
14.15,29.59,32.37,1.78,Hk,-,Lemnifi2017,N,Africa
14.45,26.08,30.44,1.75,Hk,-,Lemnifi2017,N,Africa
15.01,32.19,30.9,1.81,Hk,-,Lemnifi2017,N,Africa
15.49,29.06,33.3,1.91,Hk,-,Lemnifi2017,N,Africa
16.39,31.05,26.1,1.72,Hk,-,Lemnifi2017,N,Africa
20.12,30.55,24.1,1.86,Hk,-,Lemnifi2017,N,Africa
21.18,29.07,28.8,1.82,Hk,-,Lemnifi2017,N,Africa
23.13,24.1,36,1.77,Hk,-,Lemnifi2017,N,Africa
21.38,-32.06,45,-,Reflection,-,Lindeque2007,N,Africa
21.5,-32.22,44.75,-,Reflection,-,Lindeque2007,N,Africa
21.53,-32.3,43.26,-,Reflection,-,Lindeque2007,N,Africa
21.56,-32.34,42.72,-,Reflection,-,Lindeque2007,N,Africa
22,-32.46,42.58,-,Reflection,-,Lindeque2007,N,Africa
22.03,-33.02,41.9,-,Reflection,-,Lindeque2007,N,Africa
22.07,-33.06,44.62,-,Reflection,-,Lindeque2007,N,Africa
38.48,9.77,45,-,Refraction,P_reversed,Maguire2006,Y,Africa
38.69,9.38,44,-,Refraction,P_reversed,Maguire2006,Y,Africa
38.73,7.89,38.2,-,Refraction,P_reversed,Maguire2006,Y,Africa
38.98,8.36,35.24,-,Refraction,P_reversed,Maguire2006,Y,Africa
39.13,8.98,45,-,Refraction,P_reversed,Maguire2006,Y,Africa
39.58,8.53,30.22,-,Refraction,P_reversed,Maguire2006,Y,Africa
39.69,8.03,35.12,-,Refraction,P_reversed,Maguire2006,Y,Africa
39.84,8.83,25.3,-,Refraction,P_reversed,Maguire2006,Y,Africa
40.06,7.73,34.52,-,Refraction,P_reversed,Maguire2006,Y,Africa
40.14,9.19,25,-,Refraction,P_reversed,Maguire2006,Y,Africa
-8.5,31,30,-,Refraction,Slope_Intercept,Makris1985,N,Africa
-7,32,38,-,Refraction,Slope_Intercept,Makris1985,N,Africa
-6.5,30.5,33,-,Refraction,Slope_Intercept,Makris1985,N,Africa
-7.25,33.12,32.2,1.77,Hk,-,Mancilla2012,N,Africa
-5.18,35.53,40.1,1.77,Hk,-,Mancilla2012,N,Africa
-5.06,33.25,32.2,1.66,Hk,-,Mancilla2012,N,Africa
-6.75,33.92,32.8,1.75,Hk,-,Mancilla2012,N,Africa
-5.97,35.37,37.7,1.73,Hk,-,Mancilla2012,N,Africa
-6.25,34.79,37.6,1.75,Hk,-,Mancilla2012,N,Africa
-5.4,35.02,39.6,1.77,Hk,-,Mancilla2012,N,Africa
-4.77,34.94,41.5,1.75,Hk,-,Mancilla2012,N,Africa
-3.8,34.75,26.3,1.75,Hk,-,Mancilla2012,N,Africa
-2.79,34.73,29.9,1.71,Hk,-,Mancilla2012,N,Africa
-6.33,34.21,33.5,1.81,Hk,-,Mancilla2012,N,Africa
-5.47,34.01,31.5,1.75,Hk,-,Mancilla2012,N,Africa
-5.43,34.73,44.4,1.72,Hk,-,Mancilla2012,N,Africa
-4.41,34.61,27.2,1.75,Hk,-,Mancilla2012,N,Africa
-3.84,33.94,27.4,1.75,Hk,-,Mancilla2012,N,Africa
-3.03,33.98,34.4,1.68,Hk,-,Mancilla2012,N,Africa
-2.16,34.38,32.8,1.77,Hk,-,Mancilla2012,N,Africa
-5.99,33.69,30.7,1.73,Hk,-,Mancilla2012,N,Africa
-4.45,33.62,32.4,1.71,Hk,-,Mancilla2012,N,Africa
-4.46,31.94,26.8,1.75,Hk,-,Mancilla2012,N,Africa
-5.41,35.45,42.1,1.78,Hk,-,Mancilla2012,N,Africa
-4.17,35.08,35.1,1.75,Hk,-,Mancilla2012,N,Africa
-2.23,34.5,25.6,1.77,Hk,-,Mancilla2012,N,Africa
25.26,-28.61,36,-,RF_other,RF_inversion,Midzi2001,Y,Africa
28.19,-15.28,40,-,RF_other,RF_inversion,Midzi2001,Y,Africa
29.995,-12.296,37.6,1.73,Hk,-,Sun2021,N,Africa
30.136,-12.696,40.9,1.73,Hk,-,Sun2021,N,Africa
30.442,-12.939,42.4,1.74,Hk,-,Sun2021,N,Africa
30.628,-13.075,40.8,1.76,Hk,-,Sun2021,N,Africa
30.878,-13.167,41.5,1.73,Hk,-,Sun2021,N,Africa
31.029,-13.322,42.9,1.69,Hk,-,Sun2021,N,Africa
31.515,-13.35,43.1,1.77,Hk,-,Sun2021,N,Africa
31.931,-13.255,44.9,1.75,Hk,-,Sun2021,N,Africa
32.221,-13.306,43.9,1.75,Hk,-,Sun2021,N,Africa
32.383,-13.499,43.8,1.74,Hk,-,Sun2021,N,Africa
32.589,-13.564,44.2,1.75,Hk,-,Sun2021,N,Africa
33.006,-13.707,43.1,1.78,Hk,-,Sun2021,N,Africa
33.56,-13.724,42.4,1.73,Hk,-,Sun2021,N,Africa
33.825,-13.679,43.6,1.74,Hk,-,Sun2021,N,Africa
34.046,-12.108,39.3,1.69,Hk,-,Sun2021,N,Africa
34.12,-13.721,43.3,1.75,Hk,-,Sun2021,N,Africa
34.165,-12.621,38.7,1.72,Hk,-,Sun2021,N,Africa
34.193,-10.684,32.8,1.7,Hk,-,Sun2021,N,Africa
34.296,-11.61,40.4,1.69,Hk,-,Sun2021,N,Africa
34.311,-13.217,42,1.71,Hk,-,Sun2021,N,Africa
34.383,-13.763,42.9,1.72,Hk,-,Sun2021,N,Africa
34.596,-13.742,41.3,1.81,Hk,-,Sun2021,N,Africa
34.87,-13.408,40.4,1.84,Hk,-,Sun2021,N,Africa
34.911,-14.085,42,1.75,Hk,-,Sun2021,N,Africa
34.975,-15.682,39.3,1.8,Hk,-,Sun2021,N,Africa
35.03,-13.292,44.4,1.77,Hk,-,Sun2021,N,Africa
35.181,-14.548,40.1,1.76,Hk,-,Sun2021,N,Africa
35.226,-15.063,37.9,1.82,Hk,-,Sun2021,N,Africa
35.243,-13.309,43.7,1.81,Hk,-,Sun2021,N,Africa
35.658,-13.331,46.3,1.74,Hk,-,Sun2021,N,Africa
36.136,-13.445,41.3,1.85,Hk,-,Sun2021,N,Africa
36.745,-13.35,37.9,1.79,Hk,-,Sun2021,N,Africa
37.499,-13.197,37.7,1.75,Hk,-,Sun2021,N,Africa
20.23,-31.61,46.2,-,Hk,-,Nair2006,N,Africa
20.27,-33.74,38.5,-,Hk,-,Nair2006,N,Africa
20.81,-32.38,49.2,-,Hk,-,Nair2006,N,Africa
24.02,-29.87,34.2,1.71,Hk,-,Nair2006,N,Africa
24.31,-28.63,36.5,1.735,Hk,-,Nair2006,N,Africa
25.02,-27,38.5,1.741,Hk,-,Nair2006,N,Africa
29,-20.86,39,-,Hk,-,Nair2006,N,Africa
29.22,-25.66,42,-,Hk,-,Nair2006,N,Africa
29.85,-20.64,36.5,1.746,Hk,-,Nair2006,N,Africa
30.77,-19.47,37.2,1.704,Hk,-,Nair2006,N,Africa
22.1,-33.5,42,-,Refraction,P_reversed,Parsiegla2009,Y,Africa
24.62,-33.5,40,-,Refraction,P_reversed,Parsiegla2009,Y,Africa
37.26,1.87,29,-,Refraction,Slope_Intercept,Prodehl1994,Y,Africa
37.83,1.55,31.5,-,Refraction,Slope_Intercept,Prodehl1994,Y,Africa
34.12,0.8,32.8,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
34.76,1.22,33.1,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
35.77,1.73,35.2,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
36.31,1.88,35.2,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
36.79,1.87,38.5,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
37.16,1.42,41,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
37.3,2.12,39.8,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
37.61,2.27,41.3,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
38.1,3.03,44,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
38.63,3.77,33,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
39.71,4.22,23,-,Refraction,Slope_Intercept,Prodehl1997,Y,Africa
47.23,-19.01,38,-,RF_SW_joint,-,Rai2009,Y,Africa
32.63,25.76,29,-,Refraction,P_reversed,Rihm1991a,Y,Africa
33.41,25.89,30,-,Refraction,P_reversed,Rihm1991a,Y,Africa
34.01,26,32,-,Refraction,P_reversed,Rihm1991a,Y,Africa
-4.86,6.68,38,-,RF_other,Grid_search,Sandvol1998,Y,Africa
5.53,22.79,38,-,RF_other,Grid_search,Sandvol1998,Y,Africa
18.55,4.44,43,-,RF_other,Grid_search,Sandvol1998,Y,Africa
31.83,29.93,33,-,RF_other,Grid_search,Sandvol1998,Y,Africa
42.85,11.53,21,-,RF_other,Grid_search,Sandvol1998,Y,Africa
35.09,31.72,33,-,RF_other,Grid_search,Sandvol1998,Y,Middle_East
